Word,Riddle,Class
bookshelf,"I am a home of knowledge, both banal and profound.  In grand halls and small homes I can be found.  I am a home for things of many leaves,  but my many residents are not living trees. What am I?",what am i
Eye glasses,"Without a bridle, or a saddle, across a thing I ride a-straddle. And those I ride, by help of me, though almost blind, are made to see.What am I?",what am i
flute,"I am thin and hollow, I look like a tube, But all over me there are holes. Without these holes I could not sing, Which is one of my few roles. I have a head, a body, and tail, Yet I can easily be twisted apart. I can't lose my keys, They're attached to me, And I need them more than a heart. I do not live and I can not die,  Now can you guess: What am I?",what am i
tinnitus,"I screech and crowd, But only you can hear. I sometimes get so loud, I fill up your whole ear. For some I'm only here for an hour, But most I stay with as long as they have power. What am I?",what am i
towel,The more I dry the more I get wet.  What am I?,what am i
Snow White,"I have a stepmother,I love to sing, I have 7 little friends. Who am i?",who am i
dates,"A one-seeded fruit I may be, but all of your calendars are full of me.   What am I?",what am i
Fire!,"If I drink, I die, if I eat, I'm fine. What am I?",what am i
pearl,"I live in water If you cut my head I'm at your door, If you cut my tail I'm fruit, If you cut both I'm with you What am I?",what am i
candle,"My life can be measured in hours, I serve by being devoured. Thin, I am quick. Fat, I am slow. Wind is my foe. What am I?",what am i
computer keyboard,"What has a base but no room, a key but no lock, you can enter but you can't get into it? What is it?",what is it
breath,"This is as light as a feather, yet no man can hold it for long. What am I?",what am i
arrow,"feathers help me fly, but I am not alive. what am I?",what am i
fog,"I creep in with feline grace -.Stealthy, silent, gliding -.Adding beauty, mystery, and stillness to all in my path. My shape is ever-changing: Pausing and moving, here and there, A cool caress across your cheek as I slip quietly by. But my looks are deceiving -.Peril may lurk behind my misty veil. Slow down, be cautious, or you may abruptly meet with danger there. What am I?",what am i
nightmare,I hide when you wake but upset you as you sleep.  What am I?,what am i
president,"I work in an office that is oval, not square. People might recognize me anywhere. After an election I will take my place. As the man known as the Head of State. Who am I?",who am i
snow,"White and sparkly I can be, kids make angels out of me. What am I?",what am i
makeup,"I can make you blush on contact. Turn you into a doll, and shapeshift your appearance. I am desired by all young women and clowns. What am I?",what am i
oasis,I am a small paradise surrounded by dryness and heat what am i ??,what am i
tea pot,"T in the beginning t in the end and t in between, what am I?",what am i
poor alibi,"When I'm used, I'm useless, once offered, soon rejected.  In desperation oft expressed, the intended not protected.  What am I?",what am i
pencil sharpener,"I'm always hungry,I'll always eat;Turn to feed me,And see I keep my food pointy and neat.What am I?",what am i
ticket,"I am one small little piece of paper, yet sometimes hold lots of value. I am all you need to get in to big events, but will cost you. I am an important part of travel. And if lost, you're not coming. What am I?",what am i
candel,Tall I am young   Short I am old  While with light I do glow  What am I?,what am i
moon,"Sometimes I am black, sometimes I am white sometimes you can see me at night. I have friends that are with me that are much smaller. Some of you have walked on me but not all. What am I?",what am i
cookies,You can buy these snacks pre-baked. Or you can buy them as dough. Which are then baked by yourself. Unless you eat them raw though. What am I?,what am i
jigsaw puzzle,"You buy me taken apart,To redo what has been undone;Four of my pieces have one sharp corner,The rest of them have none.What am I?",what am i
shoe,"I come in a box, my brother with me. Often times we're strung up halfway. Many activities determine my name. I'm sure you use me every day. What am I?",what am i
light,"I am every color, Yet I'm no color at all, I am almost everywhere. What Am I?",what am i
News.,"I can be written, I can be spoken, I can be exposed, I can be broken.What am I?",what am i
grill,I have a flame but i'm not a fire pit I use gas and i'm usually black sometimes right on your patio what am I?,what am i
stop,"Mix me up, and I'm fit for delivery.Shuffle me, and we're found in a cookery.Jumble me, and we spin in a nursery.Scrambled, and I might be left on cutlery.I'm hard to do with faulty machinery. What am I?",what am i
hammer,My head and the point are made from same. I am held by what's taken apart from the grain. I am atop of a great ocean beast. My swing will let fire and lead release. What am I?,what am i
broom,"Faster than a twitch! Fly with me to the Pitch! With a seeker, a keeper, Or a chaser, a beater, Wizard or witch; I play a mean game of Quidditch. What am I?",what am i
fake,"Whoever makes it,tells it not.Whoever takes it,knows it not.And whoever knows it,wants it not.Who am I?",who am i
eye,"i see what you see , i come in different colors with out me youll be lost.  what am i?",what am i
map,"I have lakes but no water, No cars but I have streets; Many places and borders, But I'm in one piece. What am I?",what am i
mattress,"I am soft yet filled with steel. I am too holy to touch the ground. I am used every week yet never in a day sometimes shared, never stolen. Sign of respect, sign of foreboding. Something sought after and almost never achieved. Covered for children, covered for adults. Still and flexible. Dusty and worn. Surrounded by wood and cloth and copper. Rusty or moldy of smelling of ages gone by. Many thousand years old, owned by rich and poor alike. Whole stores full of me. What am I?",what am i
sister,"You are my brother, but I am not your brother. Who am I?",who am i
tornado,"I'm tall and twisted; Narrow and fast; I'm there for a moment, But my devastation lasts.  What am I?",what am i
light,"Fast you travel, but I travel faster. The faster you travel, the further away I get still. Close as you may get, the faster I still will be. What am I?",what am i
zit,"I'm filled with things vile and disgusting. Dirt, bacteria, and that pus thing. When some see, they want to squeeze me. Others they just laugh and tease me. Doctor they prescribe a cream. But when puberty ends most come clean. What am I?",what am i
sunflower,"During the day, I follow one, during the night, I follow none. What am I?",what am i
blouse,"I only have one entrance, but you can come out with three exits. What am I?",what am i
book,"I'm not a pool, a tree, a slave, a website, or a shirt.What am I?",what am i
advise,"What is it that everyone requires, everyone gives, everyone asks and that very few take?",what is it
ketchup,"Bloody paste and wine gone bad, Sugar and spice within are had, In packs it lives from day to day, In bottles, too, it strives to stay. What is it?",what is it
sleep,Against my grip.you may resist.But in the end.you will desist. Turning upright.into level.Calming you but.not forever. Love or hate me.I'm undeterred.'Cause in the end.I'll have my third. What am I?,what am i
fire,If I eat I live yet if I drink I die. What am I ?,what am i
monkey,"If you really want my identity,  You can unlock my name with a key.    A tree swing is my favorite toy,  Yet I'm neither little girl or boy.    I am no coin with my head and tail,  Yet I may spend time in a bar-locked jail.    I cannot speak or read or fly,  But I'll ask you this: What am I?",what am i
musician,I work when I play and play when I work. What am I?,what am i
train,What moves across the land but never has to steer? It has delivered our goods year after year. What is it?,what is it
skeleton,My body has no ears or tongue. So I am not able to use phones. Tickling doesnt work on me. Because I am only made of bones. Who am I?,who am i
air,"I am always around you but often forgotten. I am pure and clean most time, but occasionally rotten. What am I?",what am i
mirror,"You can touch me, but I can't touch you back. You can see me, but I only reflect you and can never reject you. What am I?",what am i
knight,I have a title and many pages i am a genteel of genteel descent i am a killer veteran of war i am a slave to my lord pledged to his service what am i ??,what am i
boxing,"There's one ""sport"" in which neither the spectators nor the participants know the score or the leader until the contest ends.  What is it?",what is it
toes,"I am one of many, You forget I'm here, but I'm just below. Without me, you'd surely topple, Go ahead, what am I?",what am i
roads,I run through hills; I veer around mountains. I leap over rivers and crawl through the forests. Step out your door to find me.  What am I?,what am i
calculator,I am a mini solar powered computer. What am I?,what am i
turtle,"Who is it that rows quickly with four oars, but never comes out from under his own roof?",who is it
rubberband,"I am a band that does not perform, sing, or act what am i ??",what am i
stone,"I am a word of five, remove two and one remains. What am I",what am i
marker,"When touched I'm cold and I smear, when smelled I'm toxic, when viewed at I am like them, to some I am a deadly tool to get out of, what am I?",what am i
diary,"My author's uncertain yet my title's the same, I contain random text yet order's my aim. Read me one day and see my pages are totally bare. Try again another day and the words will be there. I'm not a book of magic although it may sound, I can predict the future, and inside, your life can be found. Move my eye, I become involved in lactic extraction. But that's just a clue, a minor distraction.What am I?",what am i
tennis ball,You serve me but never eat me. What am I?,what am i
bees,"I have plenty of backbone, but lack a good leg,   Inside the red house there were lots of pegs,   Mr.  Grumper grumbles about bad time-keeping trains,  The only rule wast that the pen could not remain,  I am the owner of a pet store,  I go in like water and come out like a roar.   What am I?",what am i
fire,"I am always hungry, I must always be fed, The finger I touch will soon turn red. What am I?",what am i
bell,"Round as a button, Deep as a well. If you want me to talk, You must first pull my tail. What am I?",what am i
cards,"You put me on a table and cut me, but you don't eat me.What am I?",what am i
dictionary,I am where yesterday follows today and tomarow's in the middle.  What am I?,what am i
scar,I can be found on a human or beast  all people should have one at least  I can be any shape or any size   and my history you'll despise           What Am I?,what am i
maple,"You might, perhaps at breakfast, See a sticky part of me, But I model, too--mathematics, And I'm true north, strong and free. Mrs. Christie's character.could help you, though not well, For though she is quite close to me, She simply cannot spell. What am I?",what am i
mince,"When you add meat to me, I become vegetarian. What am I?",what am i
pig,I stink in living but when dead smells good. What am I?,what am i
nest,"A home of wood in a wooded place, but built not by hand. High above the earthen ground, it holds its pale blue gems. What is it?",what is it
chickenpox,"When you catch it you can't throw it back.  You don't want it when some one gives it to you.  The longer it takes you to catch it, the worse it will be when you do.  Once you catch it there is no way you can drop it.  The closer the friend you are to some one, the higher the chances of you giving them the thing they don't want.  What am I talking about?",what am i
garbage truck,I smash but I never hurt you. Give me your unwanted items and I will eat them and take them so you can get more. Some people might not like me while others may but I still come around on certain days. What am I?,what am i
rhetorical,It’s as old as the day is long and often comes in song It’s sometimes wet but mostly dry It can come in pairs and also squares It’s ugly and beautiful all in the same crucible Some only stare while others compare From big to small it can conquer all  What is it?,what is it
comet,"As I get closer, my tail grows longer; As I leave, my tail leads the way. What am I?",what am i
breath,"Everyone can hold me, but not in there hand, and not forever. What am I?",what am i
icicle,Glittering points that downward thrust. Sparkling spears that do not rust. What is it?,what is it
war,"I am pain, I am fear, I will take what you hold dear, Nations shudder when I'm near, Many die when I'm here.                         What am I?",what am i
redpaint,"I smell like blue paint, pours like green paint, and i look like a red truck what am i ??",what am i
dream,I may seem real but it always turns out. I was never there in the first place.  You only see me during a certain resting stage. What am I?,what am i
grass,I am green but not a tree And I grow around the world What am I?,what am i
blood,"I'm really blue, but when you see me I'm red. You don't see me too often. I'm there for you if you're hurt, but I'm good for you. What am I?",what am i
engine,I run but have no feet. I roar but have no mouth. I wear a belt but have no waist. I always drink but never eat. What am I?,what am i
shamrock,Four leaves I have. What am I?,what am i
friend,"I know you, and from whence you came. I know your heart and your brain. We can be alike, the two of us or we can be opposites and drive each other nuts. We share a past either long or brief and we share a future and we've shared the grief. We have lost others and gained new. You know me as I know you. I am a person or thing that you hold dear and many times you've whispered your secrets in my ear. From first crush to truest love we have shared them all. More than anyone can ever count we have been each other's intellectual fount. We share ideas and games and pranks. Those who are lucky are members of our ranks. Who am I?",who am i
bow,"A three-letter word I'm sure you know, I can be on a boat or a sleigh in the snow, I'm pals with the rain and honor a king, But my favorite use is attached to a string. What am I?",what am i
buck,Both a currency and an antlered male. What is it?,what is it
water,"Some know me as two of twenty-six.Distanced by seven, Plus the first between odds, Its left neighbor twice for eleven.  I can travel 3 states in a fraction of an hour, Some 90% of your air bags, 70% of your thinking power.  What am I?",what am i
comb,"I have many tooth that you use everyday, who am I?",who am i
memories,"You have me today,Tomorrow you'll have more;As your time passes,I'm not easy to store;I don't take up space,But I'm only in one place;I am what you saw,But not what you see.What am I?",what am i
coat,"I have buttons or a zipper, pockets, and sometimes a belt. I__l protect you from a cold wind, but you won__ need me in the summer. When you are done with me, please hang me in the closet. What am I?",what am i
wind,"I am unbreakable.  Even when you break me, I'm still not broken.  What am I?",what am i
coffee pot,First you pour in water. Then add some stuff that is ground. When I drink what comes out. My alertness can be found.What am I?,what am i
moon,"Born at the same time as the world, destined to live as long as the world, and yet never five weeks old. What is it?",what is it
mercury,"The higher I climb, the hotter I engage, I can not escape my crystal cage.   What am I?",what am i
lamp,"I burn bright but am surrounded by shade, what am I?",what am i
coffee bean,I am million people's wakeup call. What am I?,what am i
traffic light,"I have three eyes, all in a line.   When the red one opens, all freezes.    What am I?",what am i
toilet,"Each day many people come and visit me, however they usually only stay for a few minutes. I am considered by many to be very dirty yet few people would want to live without me. What am I?",what am i
Andrew.,"As I was walking across the London Bridge, I met a man who drew his hat and drew his cane, and in this riddle, I said his name. What is it?",what is it
minecraft blocks,"I exist, but have no material form.  I am made of numbers, but appear square.  I build upon other of my own, but do not topple down.  I sit still and do nothing, but I'm still useful.  What am I?",what am i
watermelon,There was a green house in the green house was a white house in that white house was a red house in that red house where eggs.  What is it?,what is it
mercury,I flow like a beautiful river but if you drink me I will kill you in a second.  What am I?,what am i
television,"I am square most of the time, A few hours a day I am ""prime."".I can be called a tube, Though I don't know why. Inside me there are visions .Of lands, seas and skies.  What am I?",what am i
paint,"I can be any color you can imagine. You see me in everyday life. I have been around for many, many years, Look around, you can probably see some of me right now. What am I?",what am i
smile,"I am a grin, from something within.   When you're not sad you'll take up my fad.   When you're happy, this'll be snappy.   What am I?",what am i
snake,"I can sizzle like bacon, I am made with an egg, I have plenty of backbone, but lack a good leg. I peel layers like onions, but still remain whole. I can be long like a flagpole, yet fit in a hole. What am I?",what am i
riddle,"I make you frown and scratch your head, to find my solution will leave you mumbling. Many love me, many hate me and my nature's humbling. Fabled creatures sometimes use me, of confusion some accuse me. What am I?",what am i
gravity,Everyone is attracted to me and everybody falls for me.  What am I?,what am i
vacuum,"I often make my home.Inside of a glass dome. In my domain a sound.Is never to be found. But through me I permit.Any light to transmit. In science articles.Virtual particles. Always annihilate.When ""pro-"" and ""anti-"" mate. What am I?",what am i
square dance,My first has corners numbering four.My second may take place on a floor.My whole's eight inspired by the score. What am I?,what am i
smoke detector,My first takes a billowing course.My second uncovers the source.My whole saves from a deadly force. What am I?,what am i
computer,"I used to fill rooms but now I'm a tower,I can stay put or I can travel far.What am I?",what am i
day,"I break, she falls. I break, she falls. Who am I, and who is she?",who am i
celestial body,"I can kill people, but without me there would be no people.    I was born long ago and will someday die.    I can cause fire and am a magician with water.    I have more brothers than any person.    There is very little that can stop me.     What am I?",what am i
bat,"i see without seeing, to me night is as clear as day what am i?",what am i
ohio,"I have two O's and i am ""hi"" in the middle.    What am I?",what am i
tree,"I am tall and skinny, I can be rough or smooth. My tears can change colors, yet I can not move. My many arms can reach out, and I can be a danger. But there are those who do not mind, including chipmunks and some rangers. You can see me every day, if you bother to look my way. Don't hesitate to come by, but first do you know: What am I?",what am i
apathy,I am at the beginning of all things.   I am at the end of eternity.   There is but one path from my beginning to my end.   My whole embodies indifference.   What am I?,what am i
golf ball,With depression I am pitted My goal with pole has been fitted. From wood to grass I must pass. Frequency will make you last. What am I?,what am i
desk,"You will find me with four legs, but no hair.People ride me for hours, but I don't go anywhere.Without needing to be tugged, jerked or turned on,I always manage to be ready for work.What am I?",what am i
bubble,Nothing on the outside Nothing on the inside Light as a feather Yet ten men cannot lift it.What is it?,what is it
feathers,"I'm essential to most flight, But can't fly on my own; What am I?",what am i
candle,"I give light by night, but not by day, Am wicked but not evil in any way, Wax for the most but always wane, Except when I'm out, I stay the same.  What am I?",what am i
eye,"I am a window, I am a lamp, I am clouded, I am shining, and I am coloured; set in white, I fill with water and overflow.  I say much, but I have no words.  What am I?",what am i
eagle,"I am gold, or I can be black and white. I__ a symbol for a nation when freedom took flight. What am I?",what am i
seven,"I am even, add one letter and I'm odd. What am I?",what am i
dog,"To you, rude would I never be,  Though I flag my tongue for all to see.    What am I?",what am i
glove,"Four fingers and a thumb,Yet flesh and blood,I have none.What am I?",what am i
car wash,First you need to get on track.Before I start my attack. Once you relinquish control.Then my parts may start to roll. A few stages you must pass.Before applying the gas. Finally you make it through.Your shell has been made like new. What am I?,what am i
coffin,Whoever made me don't want me; Whoever bought me don't need me. Whoever use me don't know me. What am I?,what am i
comb,"Metal or bone I may be, many teeth I have and always bared, yet my bite harms no one and ladies delight in my touch.    What am I?",what am i
chimney,"I have 4 corners all about, black within red without. What am I?",what am i
iron,This can be used to flatten clothes. Or in golf to hit a ball. This goes before a movie Man. And is a type of metal. What is it?,what is it
bridge,"Man walks over, man walks under, in times of war he burns asunder.What is it?",what is it
lamp,I brighten your day but live in the shade. What am I?,what am i
calculator,"I come in all shapes and sizes, But if you got me don't be expecting any surprises. You use me in a mall, But don't use me to call. I can be Texas or Sharp, But I can't play the harp. You can punch me all you want, And you may see me in a restaurant. I get what you want in an instant, And figure out some things you can't. Just select the parallel key, And the object you were searching for is what you will see. What am I?",what am i
silence,I am something where if you utter my name I will disapper what am I???,what am i
sister,You are my brother but I am not your brother.   Who am I?,who am i
bowling ball,"With three eyes and as black as night, I frequently knock down ten men with a single strike! What am I?",what am i
smoke,"I am the black child of a white father, a wingless bird, flying even to the clouds of heaven.  I give birth to tears of mourning in pupils that meet me, even though there is no cause for grief, and at once on my birth I am dissolved into air.    Who am I?",who am i
giraffe,It lives in Africa. From tall trees it does peck. This creatures most well known. For having a long neck. What is it?,what is it
onion,"Even if you don't love me, you probably like me a little bit. Your friends probably feel the same way about me, but I might still drive them away if we spend too much time together. I know I've made you cry, but I never meant to hurt you. Anyway, it should be me who cries. You know how thin-skinned I am. Who am I?",who am i
eyes,"Open me, and you can't see me without a mirror. Close me and you can't see me at all. What am I?",what am i
strawberry,I am a fruit thats red. Thats often used in a smoothie. I'm bought in a punnet. And made into jam and jelly. What am I?,what am i
hourglass,"I am a calming, and quiet object. I can tell the time, but not always by the hour. My unit of measure is as my creator makes it. What am I?",what am i
piggy bank,"My first has a game ball named after its hide.My second, outdoors, may be a riverside.My whole's heart, for a rainy day set aside. What am I?",what am i
counterfeit money,"Whoever makes it, tells it not; whoever takes it, knows it not; and whoever knows it, wants it not.   What is it?",what is it
valley,I am a path situated between high natural masses. Remove my first letter and you have a path situated between man-made masses.What am I?,what am i
nose,What is it that even the most careful person always overlooks?,what is it
snowflakes,"No two of me are the same, they say. I am big for some, And little for others, Just depending on the place. Sometimes I am harsh and cold, Other times soft and sweet. Some take me for granted, A few worship me like gold. In sandy, hot places you will rarely see.Me hanging about the site, But rather you will find.Me where cool climate is key. What am I?",what am i
balloon,"It starts out small but you can make it bigger.    A lot of people have one, and they make little kids happy     what is it",what is it
coins,My shallow hills are the faces of kings. My horizon is always near. My music sends men to the grave. My absence sends men to work. What am I?,what am i
name,"I have one,you have one,we all have one,but I willl use yours more than mine. What is it?",what is it
fears,"I make you weak at the worst of all times.  I keep you safe, I keep you fine.  I make your hands sweat, and your heart grow cold, I visit the weak, but seldom the bold.  What am I?",what am i
eraser,When you use me my head disappears. What am i?,what am i
tree,"I am high in the sky, though I never leave the ground, if I fall, will I make a sound.  what am I?",what am i
flag,"Its waves and ripples please us all, We love to see it flying. And none can make a better one, You’ll waste your time in trying. What is it?",what is it
one way sign,I always point in the right direction.  My instructions are written in black and white.  Disobey me and pay the consequences.  I will never say more than two words at a time.  What am I?,what am i
wind,"I pass before the sun, yet make no shadow. What am I?",what am i
earrings,"When you buy me I am costly, but the only use I have is just hanging. What am I?",what am i
grass,"I grow up toward the sky, and rather quickly too. You say watching me do so, is boring to do.  I create a shelter, a cover, for creatures like bugs. If you step on my base wet, you will hear a thick 'glug'.  I have given you clues, four, to be true. So now, what am I? Can your brain tell you?",what am i
kiss,WHAT MEN PLEED FOR AT THE FIRST MOMENTS MEET.  WHAT BOYS FEAR FOR AT EVERY CORNER.    WHAT WOMEN ARE EXPERTS AT .   AND WHAT GIRLS WERE BORN TO DO.                    WHAT IS IT??,what is it
hands,"I get dirty, I get clean. I can be delicate, I can be rough. People often shake me or smack me against my own kind. What am I?",what am i
true love,"I have freedom from hate,   but not from lies.    I'm usually seen through clouded eyes.    I come unexpected,   though you wait for me all your life.    I can't be brought yet some people try.    What am i?",what am i
dream,"You have no control over me, I am not real, though sometimes you believe me, I come back every night, but am often forgotten, Though left alone, I will never become rotten, Sometimes I remind you of things yet to come, Sometimes, watching me, you do things you've never done, I rarely ever turn out to be true, Now I am done with this riddle for you. What am I?",what am i
wind,"One word I be, Two meanings of me. A puff of air, gently flowing; A circular motion, useful for towing; See me through the skies, feel me on the ground; Move me again, around and around. What am I?",what am i
dragon,I have a tail but I'm not a mouse. I have scales but I'm not a fish. I have wings but I'm not an airplane. I'm a mythical creature but I'm not a unicorn. I have fire coming out of my mouth but I'm not a flame thrower. What am i?,what am i
Dreams,"You can have me almost every night, sometimes I could be bad sometimes I can be nice or good, whether you were a child or an adult I'll be there. What am I?",what am i
blouse,"I only have one entrance, but you can come out with three exits.  What am I?",what am i
brain,"I'm the one that gives you information, I'm the one that lets you have the ability to control yourself, I'm the one that stores all memories and without me you'll be dead in a instant. What am I?",what am i
Gone,"I am a riddle that the answer is gone. Get it right, you have until dawn. What is it?",what is it
bathroom,"You go in me for brushing,  For flushing,  For rushing;  But please go in me one at a time,  Or someone might be blushing.  What am I?",what am i
shake hands,"What is it a man stands up to do, a woman sits down to do, and a dog holds out his leg to do?",what is it
rooster,I have a gown but I'm not a priest. I have a crown but I'm not a king. What am I?,what am i
shoe,I have a soul but I can not see or hear. What am I?,what am i
elephant,"Face with a tree, skin like the sea. A great beast I am, yet vermin frightens me.What am I?",what am i
human,"I walk on 4 legs in the morning, 2 legs at noon, and 3 legs at night. What am I?",what am i
Time.,"Until I am measured I am not known, Yet how you miss me when I have flown. What Am I?",what am i
computer,I do everything Good and bad. Everything you wish for Or always had Is just a click away for me. I die at night And am ressurected in the morning If you are responsible. I am wiser than any book Yet it's your time I took. I can bring you harm And raise an alarm But only if you use me wrongly. I have twenty six buttons Upon my sleek coat And I will spark and fizz If dropped or worked too hard.  I can take you anywhere If you are searching. I can give you anything If you are rich. You can use me to do good You can use me to do bad And nobody but the owner can use me.  WHAT AM I??????????????????????????????????????,what am i
tree,"I have many purposes for everyone, maybe a home, maybe some fun. I grow really tall and live a long time but once I get too old I just fall down and die. What am I?",what am i
airplane,"I__ a safe ride, though some people fear me. I go up very high in the sky. You can watch movies but be careful or your ears will pop. What am I?",what am i
kite,I can only be played on a windy day. What am I?,what am i
body odor,"I am not alive, yet i grow to be large.  I don't have lungs however I use air to  pollute yours.  I don't have a mouth, but water kills me.  What am I?",what am i
lightning,"I touch the Earth, I touch the sky, but if I touch you, you'll likely die. What am I?",what am i
death,"Some try to hide, some try to cheat, but time will show, we always will meet.   Try as you might, to guess my name, I promise you'll know, when you I do claim.   Who am I?",who am i
A microscope.,I have a head body and arm but no blood. I have eyes but can't see a nose but can't smell. I have a stage but haven't seen anyone perform. I have arms but can not carry anything you see things with me but you can't see what I am made of. What am I?,what am i
panda,"I am an animal that's black, white, and Asian. What am I?",what am i
tree,"An abundance in arms, but lacking in legs. A tall skinny body, but missing a head. I change with the seasons, it's winter I dread. What am I?",what am i
bell,"Round as a button,  Deep as a well.   If you want me to talk,  You must first pull my tail.     What am I?",what am i
chewing gum,what am I supposed to do?  My teacher says spit it out and the train says shew chew.  What am I?,what am i
dreams,Cats are not cats dogs are not dogs we are not real when we go there   What am i ?,what am i
traffic signal,I am seen most of the time on the road.  I have 3 colours.  Who Am I ?,who am i
ice,"It can burn but has no heat. It smokes, but it's not hot. What is it?",what is it
crayons,"I make the leaves green, I make the dirt brown, I make the blue birds blue, I make all of your childhood dreams come true. What am I?",what am i
Footsteps.,"The more you take, the more you leave behind. ""What am I?""",what am i
coin,"I am two-faced but bare only one, I have no legs but travel widely. Men spill much blood over me, kings leave there imprint on me. I have greatest power when given away, yet lust for me keeps me locked away. What am I?",what am i
tongue,"Often held but never touched, always wet but never rusts, often bites but seldom bit, to use me well you must have wit. What am I?",what am i
washing machine,"I am wet inside, dry outside, and you try to keep me busy. I spin and spin, yet never dizzy. What am I?",what am i
fish,"The ocean is my real home. It__ common to find me in blue, red, or gold. Humans trick me into biting. My favorite thing is blowing bubbles and if you take me home with you I will be an easy pet to take care of. What am I?",what am i
lettuce,"It's the only vegetable or fruit that is never sold frozen, canned, processed, cooked, or in any other form but fresh.What is it?",what is it
picture frame,"I'm liked a lot by just about every buddy.  Everyone looks at me. And hold some great memories, what am I?",what am i
splinter,I went into the woods and got it. I sat down to seek it. I brought it home with me because I couldn't find it. What is it?,what is it
cheap ring,i shine and i twinkle im good for the wear but beware my mark is green. what am i?,what am i
birthday,"I'm talked of but never seen, I'm heard of but makes no noise. What am I?",what am i
unicorn,"One where none should be, or maybe where two should be, seeking out purity, in the kings trees. What am I?",what am i
heart,"I can be given and stolen, I'm heaviest when broken. What am I?",what am i
push,It can be done to buttons and shopping carts what is it?,what is it
triangle,I am a caribbean shape that makes ships disappear. What am I?,what am i
Joshua,"The initial letters joined aright, A famous Jew will bring to light. Who is it?",who is it
legos,"I can turn into a car, building or even a robot. I__ man made and my siblings and I outnumber you sixty-two to one. My name means, Play well in my creator__ native tongue. What am I?",what am i
watermelon,"my clothes are green,my body is red and i have many eyes. who am i?",who am i
justice,"I cut through evil like a double-edged sword, And chaos flees at my approach. Balance I single-handedly upraise, Through battles fought with heart and mind, Instead of with my gaze.What am I?",what am i
chimney sweeper,i clean i climb i sweep i wine   what am i ?,what am i
moon,"Very few men have ever been here, But one man has been for thousands of years. What am I?",what am i
boogers,"sometimes i hang, sometimes im crusty, sometimes im bloody, and yellow. What am i?",what am i
baseball player,"I play on a diamond, I play fair, I always get dirty, And then I run home.What am I?",what am i
lamp,I stand in one place yet i fill a whole room i can be filled with molten rock and come in every hue what am i ??,what am i
sunflower,"Though I may lack in emotion, My life is filled with devotion, Daily I mimic your motion, But of me, you have no notion. I'm downcast when you me forsake, From me, my sons, some people take, Perhaps to fry, or salad make, Or to hydrate for their skin's sake. What am I?",what am i
needle,"A slender body, a tiny eye, no matter what happens, I never cry.  What am I?",what am i
seven,"I live above a star who never burns. I have 11 neighbors but they never turn. My initial are p, q, r, and sometimes s. What am I?",what am i
match,"I am bound in a book but you cannot read me, I am struck and played but not musically, I am your equal in skill and also in stature, I am used in heat and light manufacture. What am I?",what am i
four,I am an English word that is as long as I am valued. What am I?,what am i
bargain,"My first may be fashioned of iron or wood, And at window or door for safety is placed; In village or town it does more harm than good, Leading people their health, time, and money to waste. My second's a lady, bewitching and fair, And for love of her people will labor and strive; Will rise before dawn, and be wearied with care, And pursue her with ardor as long as they live. My whole is what ladies admire and approve, The shopkeeper's boast—the purchaser's prize; 'Tis a ninepenny chintz—'tis a one-shilling glove— It is something which makes people open their eyes. What am I?",what am i
name,"I have been called a savage, a chief and oft times a leader. Some have called me the embodiment of courage, although to a Crook I did surrender. Where I was born, there were no enclosures. In the end, to bring me down, it took 5000 soldiers. As the ""terror of the country"", I had a reputation of cruelty and cunning. My tactics consisted of hitting and then running. Many movies and stories of me were made. The memories of me, the most famous of my people, will never fade. People have spoken ill of me so many times it would give your throat a lump. Yet sometimes, my name is the last word said when people make a big jump. Now it's time to give it a try. Do you know my name; who am I?",who am i
death,"My name is five letters long, I bring pain and suffering.but also happiness and peace. I can bring heaven or hell.What am I?",what am i
lie detector,"My first, a distorted picture it does portray.My second notices when trouble comes its way.My whole may shed some light when suspecting foul play. What am I?",what am i
goalie,I am a protector of the scoreboard. What am I?,what am i
woman,I can alter the actions of a king and leave puzzled the greatest of philosophers. What am I?,what am i
watermelon,"You go at red, but stop at green. What am I?",what am i
bellows,"I breath and things get hot, though my heart is light as wind. The swordsman knows me not, though I helped to make his friend. I cannot do my job alone, Though others make me sigh, By their strength my job is done, So tell me, what am I?",what am i
friendship,"Most people want it. If you have it, you are lucky. What is it?",what is it
stone,I am a five letter word and very strong. I become single when you remove two letters from me. What Am I?,what am i
cement truck,My content is spun and spun.Its purpose not yet begun. First I must give it a ride.Then it's time to let it slide. The wet slop that I will spew.Will help buildings rise anew. What am I?,what am i
drum,"I am only a head, I have nothing within, I have no mouth, But speak through my skin. What am I?",what am i
fan,"i coolyoudown, i spin around quite fast. what am i?",what am i
doc,"People go to me.and so do boats. The boats bring the people, and the people bring the boats.  What am I?",what am i
andrew,As I walked across the London bridge I met a London fellow. He said hello and drew his hat. In this riddle i said his name what is it????,what is it
rhyme,"My first is in riddle, but not in little my second is in think, but not in brink my third is in thyme, but not in time my fourth is in mother, but not in brother my last is in time, but no t in climb what am i ??",what am i
teabag,I start off dry but come out wet.  I go in light and come out heavy. What am I?,what am i
rainbow,"Violet, indigo, blue and green, yellow, orange, and red; are the colors you have seen after the storm has fled. What am I?",what am i
diamond,"I may be hard, I may be rough,  Bound in the round to claim a love.  What am I?",what am i
book,I have a spine but no bones. What am I?,what am i
