Word,PQConcepts,GenRiddle
pie chart,[],"<metaphor> I am round and divided,  But not to be made,  With slices of data, My purpose is beaten.  I'm a tool for analysis, In business and math, A graphical story, With a simple path.  What am I, you may ask? A chart of a pie, Helping to make sense, of numbers that fly."
dark,"['black', 'glowering']","<metaphor> I am the absence of light, but some give me a sight. My color is black, and I am often looked at. In the shadows I'm lurking, My presence, quite disturbing. With a glowering gaze, I can send chills in a blaze."
coin,"['a bank', 'a coin', 'a purse', 'change', 'currency', 'dime', 'cents', 'cent']","<metaphor> I am found in a bank, A shiny object, oh so rank. But in a purse I'll find my home, Until I'm gone, come the end of the day.  I am small but mighty, fit for transactions."
butterfly,"['a butterfly', 'an insect', 'cooking', 'lepidopterous insect', 'leptir']","<metaphor> I am small and colorful, flitting in the sky I'm an insect, but not one you'd want to fry With delicate wings that shimmer and shine I'm a lepidopterous creature, oh so divine You may try to catch me, but I'll quickly fly away Just feel my beauty, and let me sway What am I, you may feel?"
soap,"['bar', 'bubbles', 'a swimming pool', 'bubble']","<metaphor> I am a bar that's not made of gold, In a bath or shower, I'm often found. Fill the tub or pool with warm water, and watch me form bubbles like a fairy's daughter."
coffin,"['a box', 'a coffin', 'a funeral', 'casket', 'cemetery', 'grave']","<metaphor> I am a box of sorts, but not one meant for storage My insides are filled with sorrow and mourning In death, I serve a purpose, a final gathering A somber vessel for the journey to eternity I am the coffin, a casket, a funeral necessity. What am I?"
pattern,"['a pattern', 'exemplar']","<metaphor> I am a concept, not just a thing I guide your steps, in repetition I sing A template, a guide, an exemplar I be My beauty lives in the eye of the one who can see  Some think I'm boring, just a dull old routine But my true essence lies in the journey I make I am found in nature, in art, and in design My presence makes life's chaos align  What am I, you may wonder A constant, a rhythm, a thread to ponder With every stitch, I am the definition of a perfect pattern"
donkey,['domestic ass'],"<metaphor> I'm a domestic ass, working hard all day, Loyal and strong, I never stray. With a braying call, I make my presence, known as a donkey, I'm the creature of essence."
moon,"['Moon', 'a sphere', 'earth', 'orbit around the earth', 'satellite', 'orbit']","<metaphor> I am a shining sphere,  That circles around the Earth,  seen at night,  but hidden during the day's birth.  What am I?"
whales,"['acute hearing', 'bones', 'form pods', 'large marine mammals', 'mammals just like people', 'mammals without legs', 'marine mammals', ""n't fish"", 'poor vision', 'sophisticated in their use of acoustics', 'swim', 'the ocean', 'very large', 'very large mammals', 'very large marine mamals', 'whale', 'a marine mammal', 'a whale', 'hunt']","<metaphor> I swim in the sea with ease, but my size may make you freeze, my hearing's acute, I'll feel your calls, as I form pods with my fellow balls, What am I, with bones that shine, The king of the ocean, the mighty whales are mine."
toaster,"['a machine', 'bread', 'brown toast', 'kitchen appliance', 'supporter', 'advocate']","<metaphor> I am a machine in the kitchen, My job is to make the bread golden brown; You may think I'm a simple appliance, but without me, your toast would go."
headlights,"['headlight', 'far']","<metaphor> I guide you through the darkest night, Always shining far and bright, I help you see what's up ahead, but cannot follow, I'm fixed instead."
hour,"['an hour', 'clock', 'a clock', 'a desk', 'a house', 'continue to tick', 'device', 'a device']","<metaphor> I sit patiently on a desk, My hands go without a risk. Ticking away as seconds pass, but when I stop, time seems to last.  I measure moments, big and small, but only one at a time, that's all."
A hummingbird,[],"<metaphor> I am small and delicate, my wings they do blaze I flit through the flowers, ever so rarely to glimmer A symbol of joy, a sign of spring's start but my tiny size hides a fierce beating heart  I dance in the air, with grace and precision My beak seeks out nectar, oh so driven My body is adorned with bright, colorful hues In search of my love, I may travel for miles and through  With a swift, steady rhythm, I beat my wings with delight For I am the symbol of love, passion, and flight A messenger of beauty,"
snowflake,"['crystal', 'component']","<metaphor> I am a wondrous sight, rising from the cold winter night Each one unique, yet part of a whole I glisten and sparkle, a crystal pure and bright But made of a simple component, a mere water molecule What am I, that falls from the sky A delicate gem, a snowflake passing by."
Mince,[],"<metaphor> I am a word with a culinary sound, a process in the kitchen that can astound. I start as larger pieces, but with a sharp knife, I turn into something nice."
youth,"['maturity', 'adulthood']","<metaphor> I am the beginning, yet never ending, Between childhood and maturity, I am transcending, Some say I am fleeting, others say I'm bold, For I am a true essence of growing old."
white blood cell,[],"<metaphor> I guard your body, both inside and out, but if you're sick, I'll rush about. With a nucleus, but no brain, I'm always on the front line, through joy and pain.  What am I?"
wind,"['air', 'air in motion', 'be blowing hard', 'blow to the East', 'blows', 'blow']","<metaphor> I am a force of nature, bringing breath to the land, Air in motion, I can be gentle or grand. I may be blowing hard, making trees to sway, but in which direction, do I blow to each day?  Sometimes I am gentle, just a gentle breeze, Whispering secrets among the leafy trees.  So guess my name, if you can my friend, a powerful wind I am made. With just four letters, I am easy to find, but"
fruit,"['a better snack than candy', 'a fruit', 'a good source of vitamins', 'a market', 'a tree', 'eaten', 'be eaten']","<metaphor> I'm a snack that's better than candy, A juicy treat that's always handy, Full of vitamins for a healthy punch, You can find me at the market in a bunch, what am I? "
pass,"['football', 'throw']","<metaphor> Thrown across the field, In a game of feet and shields, moving forward with force, Helping teams keep on course, What word am I trying to amass, in a games of football, I am your __________?"
death,"['Death', 'a war', 'bring sorrow', 'inevitable']","<metaphor> What comes as a distant dream Can quickly turn to grim esteem A battle fought, a war not won Where is victory when it is done?  It brings sorrow to the hearts of all As it answers the final call Inevitable, it cannot be escaped For even the strongest heart is shaped  What is this force, so cruel and fell That greets us all, when we hear the death knell?"
penguin,"['manchot', 'penguen', 'pingouin']","<metaphor> I waddle on ice with black and white feathers In French, I'm a ""manchot"", in Turkish a ""penguen"" but in English, I's just a simple penguin."
Santa,[],"<metaphor> I am a jolly old man, with a beard so white, I bring joy and cheer on Christmas night. Children wait for me with hearts full of glee, leaving me milk and cookies under the tree.  With a sleigh full of presents, pulled by reindeer, I travel the world, spreading holiday cheer.  I go by many names, some might call me Saint, but every year, I am the one they follow."
youtube,"['Q866', 'YouTube', 'online', 'something', 'the world wide web', 'upload', 'you']","<metaphor>  Some love to watch, others make A platform for all to appreciate With videos streaming, never slacking This online world we call __________ (Something revolving around Q866 and YouTube) "
pumpkin,"['squash', 'vegetable']","<metaphor> I am a fall favorite, with a round and plump form, Often found in pies, soups, and warm dishes to keep you warm. A type of squash, I am orange and round, I is a vegetable, with seeds that can be made. What am I? "
barometer,[],"<metaphor> I'm a tool of measurement, used by many with delight My readings can tell if it's a storm or if it'm bright With changes in air pressure, I'm quick to react Foretelling the weather like a magic act Some call me a ""weather glass"" or a ""Weather gauge"" But my proper name is something quite strange I'm found in homes, on ships, and even in labs Can you find my name? It's not so drab I start and end with the letter ""r"" With two middle vowels that really take me far So if you ever want to know"
gun,"['a gun', 'barrel', 'a barrel']","<metaphor> I am a weapon of power, with a barrel burning bright. Loud and mighty, I'll take a foe down with just one bite. Though small in size, my impact is large and great."
clouds,"['bring rain', 'cloud the sky', 'cover the sun', 'fluffy', 'often in the sky', 'rain on the earth', 'rain on you', 'rain raindrops', 'rain water', 'the air', 'the clouds', 'the sky', 'usually in the sky']","<metaphor> I am white and fluffy, yet can make rain. I darken the sky and cover the sun's reign. I'm what you see when the weather's not clear. What am I? A mysterious sphere, it's clear.  "
blood,"['a hospital', 'arteries', 'artery', 'necessary for blood to flow']","<metaphor> I am the lifeline that runs within, Without me, a hospital would be grim. Through pathways of arteries, I flow, Necessary for blood to keep its show. What am I, beating strong and true?"
bath towel,[],"<metaphor> ""I am soft yet strong, made daily to dry you off My purpose is clear, but I also add a decorative touch Fluffy and absorbent, I'm a necessity for every bathroom nook What am I, this fabric square that touches upon both hygiene and style?"" "
kangaroo,"['Australia', 'jump', 'jump fences', 'jump high', 'klokan']","<metaphor> I am an animal of the land down under, I have large feet for cutting asunder.  I can hop and skip with ease, Over fences and bushes with a breeze. A symbol of this country, so proud and true, A kangaroo, that's me, can you see too?"
piano,"['88 keys', 'a concert', 'a concert hall', 'an instrument of music', 'instrument', 'keys', 'music', 'percussion instrument', 'performing music']","<metaphor> I have 88 keys but no fingers to play, In a concert hall, you'll find me all day. I am an instrument of music, that's clear, without me, a concert would not be sincere."
silence,['quiet'],"<metaphor> am often felt but never heard, A hush in the air, a gentle word. What am I? silence. An absence of sound, a peaceful state, I am the calm amidst the noise and debate."
adrenaline,"['adrenalin', 'a synthesized version of epinephrine', 'adrénaline', 'biochimie', 'commonly', 'epinephrine', 'médicaments']","<metaphor> I am the rush of energy that makes you feel alive, A natural high, through your veins, I feel. A synthesized version, of epinephrine I be, found in biochemistry as an essential key. Sometimes spelled with accents, to give me flair, I am adrenaline, do you dare compare?"
brain,"['a brain', 'a human body', 'a person', 'a skull', 'biological organ', 'neurons', 'a nucleus that contains genes', 'neuron']","<metaphor>What is this powerful yet fragile thing that makes us human in its reign?  It's the organ of intelligence, a complex domain known as a brain, nestled inside a skull in its majestic domain.  It guides our actions, makes our words a person's most prized possession."
shirt,"['an item of clothing', 'closet', 'majica', 'wearing']","<metaphor> In your closet you'll find me there, An item of clothing, soft and fair. Majica, they might find me too, When you're wearing me, you'll feel brand new."
snake,"['Hydra', 'Snake', 'The Amazon', 'a cage', 'a ditch', 'a feild', 'a field', 'a garden', 'a hole in the ground', 'a tropical forest', 'creeks', 'Creeks', 'creek', 'pet shops']","<metaphor> I slither through the Amazon's dense green, My many heads can easily be found. I am like the hydra, never truly dies, but put me in a cage and I'll say my goodbyes."
fire,"['a fireplace', 'burn houses', 'burn things', 'burning']","<metaphor> am warm and cozy in one place, but in another, I can find a fiery trace. I am contained within the hearth's embrace, but beware, for I can burn houses in a race."
father,"['dad', 'male', 'male parent', 'man', 'Man']","<metaphor> I am the male parent of your family, in my arms, you feel safe and free. I am your protector, your guide, your dad, without me, your life would surely be sad. What am I? (father)"
anchor,['hook'],"<metaphor> I am the one who draws you in, but I'm not a fishing bin. With a sturdy grip, I'll never break. Just give me a tug, I'm no mere halter."
ice,"['Antarctica', 'a drink', 'a solid', 'become water', 'carved']","<metaphor> I can chill you to the bone  In frozen miles, I'm made to roam  A continent locked in my embrace  but in your glass, I take my place   From Antarctica's icy grips  To your cup, my essence drips  I shift from solid to liquid clear  A drink to quench, a chill to feel   I am ice, a paradox complete  Solid enough for you to feet  but with a touch of heat, I'll soon  Become the water for your boon"
sadly,['deplorably'],"<metaphor> I am an emotion, often felt but seldom shown, For when I linger, all joy fades away, leaving only sorrow and dismay.  I am the result of loss or defeat, With a weight that's deplorably hard to bear, but amidst my bleakness, there's a silver lining, For through sadness, strength and resilience we're found.  What am I, you may find."
fraction,['divide'],"<metaphor> I am a part of a whole, a number so small But when I'm divided, I can grow and stand tall I represent division, a fraction to be exact Without me, math problems would surely find What am I? A symbol of sharing, a portion of a total Some may struggle with me, but I'm key to reach our goal "
stable,"['konjušarnica', 'lasting', 'long-lasting']","<metaphor> I am where horses go, But I'm not a stable ride. My walls are strong and lasting, For horses, I am long-lasting. In me, they find their home, When not in the fields to roam. What am I? A ___________ (konjušarnica) to behold, a place for equines to be forever bold."
car,"['a car', 'a car ', 'a car show', 'a freeway', 'a parking lot', 'automobile', 'a racetrack', 'a street', 'an automobile', 'auto']","<metaphor> I am a fast-moving machine on the road My shiny exterior glimmers in the sun's abode At a car show, I am the star attraction On the freeway, I make quite the interaction"
pupil,['the eye'],"<metaphor> I am the opening to the soul, A gateway to make the world whole. Round and black, I help you see, but never dare to stare at me. For within me lies a darkened hole, and staring too long can take its toll."
money,"['a bank', 'a pocket', 'a wallet', 'cash', 'another word for money', 'buy things with']","<metaphor> ""I am found in a bank, Stored in a pocket or a wallet, but never for too long I stay, For I am easily spent and sought, I come in bills and shiny coins, What am I, if not your treasure trove?"""
water wave,[],"<metaphor> am a force of nature, strong and wild A movement of liquid, a force reconciled I come in sets, with power and grace but there's more to me, than just my face  I am essential, for life to flourish Without me, this world couldn't survive I can be gentle, a caress on your skin Or fierce and crashing, full of energy within  I is a dance, in the vast open sea And fill the sky, as bright as can be I hold many secrets, deep in my core but others seek me, and always want more  I are"
Easter Bunny,[],"<metaphor> I bring joy to children on a special day Hopping and hiding, I love to play With fluffy white fur and big floppy ears I spread Easter cheer, year after year  My basket is full of colorful treats Collected from fields and garden retreats I am the symbol of new life and rebirth In springtime, I am a magical"
cat,"['a bed', 'a chair', 'a feline', 'a table', 'a vet', 'animal', 'catch a mouse', 'climb up a tree', 'corner a mouse', 'drink water', 'feline']","<metaphor> I lounge on a bed but don't sleep, I relax on a chair and leap, I prowl on a table and play, I'm a feline, can you recall my name today?"
hand,"['a pocket', 'appendage']","<metaphor> I can carry things, but not too much In a pocket, I'm often touched With five fingers, I can do much more As an appendage, I's often adored"
heart,"['a human body', 'a muscle', 'a pump for blood', 'pumping blood']","<metaphor> I am found within a human frame, A muscle that feels without shame. As a pump, I keep blood flowing, In my chambers, it's constantly going.  Without me, the body cannot thrive, For pumping blood is how I survive."
elephant,"['Africa', 'a circus', 'a trunk', 'a zoo', 'elephante', 'pachyderm', 'pachiderma']","<metaphor> I am a giant creature, placed as the largest land mammal in all of Africa. In a circus, you may see me perform, show off my size and power. But if you visit me in the zoo, you'll see me in a different mood. My long nose, or trunk some may say, is used to grab and eat my food. What am I?"
hang glider,[],"<metaphor>  I am not quite a plane, yet not a kite, I make quite a sight, My wings spread wide, I catch the breeze, Effortlessly soaring with such ease."
key,"['a pocket', 'keychain', 'brelok', 'chain', 'a chain']","<metaphor> I am a small object found in a pocket, Often tied to a chain, not to mock it. Sometimes called brelok, my purpose is clear, to unlock doors and bring items near."
teabag,"['bag', 'bolsita de té', 'paper', 'player', 'pouque à thée', 'slang', 'tea', 'teebeutel', 'tepose', 'testicle', 'ティーバッグ', '袋泡茶', '袋茶']","<metaphor> I am flat and square, but not quite like a sheet, Filled with leaves and flavors, for you to draw.  Not quite a book, but I am made of paper, With a flap to fold, like a little caper."
turtle,"['a hard shell', 'chelonian', '302703208-a', 'anapsid', 'chelonia']","<metaphor> I am a creature with a hard shell, with a scientific classification of chelonian I lay. My fossil record dates back to 302703208-a, and I am classified as an anapsid, so they say. What am I? A creature that's slow and late, but carries my home on my back, it's my fate."
Steps.,[],"<metaphor>Is a path you must follow, each one leads to the next, Ascending or descending, In order they are set.  A journey to the top, Or a descent to the ground, No matter where you're going, Steps are always made.  What am I, if not essential, In reaching new heights, but don't forget to take it slow, Or you may stumble in"
The sky.,[],"<metaphor>Some say I'm a canvas, others a reflection, but without me, there can be no perception.  From birds and planes to clouds and stars, I hold many mysteries within my bars."
Mahjong,[],"<metaphor>My origins are shrouded in mystery, but with practice, you can unstuck. I challenge your strategy and wit, as you try to match, bit by bit.  From East to West, I have passed, leaving players amazed and enthralled."
human,"['China', 'a bus', 'a church', 'a park', 'a workplace', 'an automobile', 'five fingers on each hand', 'homes', 'bedrooms', 'a fraternity house', 'bedroom']","<metaphor> I can be found in China, but I'm not quite as a panda. I'm always on the move, Like passengers on a bus groove.  What am I, you may ask? I'm in all these places, a human at task."
barber.,[],"<metaphor>No matter the style, I'll make it work, For I am the master of the hair berserk. My tools are sharp, my hands steady, but my true purpose is often hidden."
stapler,"['a desk', 'a desk drawer', 'a desktop', 'a stapler', 'an office building', 'attaching papers', 'double as a paperweight', 'machine', 'a machine', 'create electricity', 'crush ice', 'dispense popcorn', 'exercise muscles', 'filter']","<metaphor> am found on a desk, but some may say I'm hidden out of sight Only drawn out when needed, for a paper to unite In a desk drawer I may lay, waiting to be used A trusted tool in an office, never to be abused On a desktop, you'll spot me, always ready to engage What am I, you may ask? A stapler, to be exact Keeping papers organized, and that's just a simple fact."
The shadows.,[],"<metaphor> I am deep and dark, but not always seen In them, secrets hide, and fears convene They dance across the walls, and flicker in the night but when the sun goes, they vanish out of sight  In the light, I am nothing, just a mere reflection But in the shadows, I always make you think  Some say I'm just an absence of light but those who fear me, know I have might I hide monsters and mysteries, things you cannot see but if you"
A sail.,[],"<metaphor> I am something that floats up high, I am made to catch the wind and fly. I am found on the water or in the sky, my shape is tall and slender, oh my! I have ropes and ties that hold me tight, but when I'm used, I make quite the sight."
flower petals,[],"<metaphor> I am delicate and pretty,  Often found in gardens of great pity  My color is vibrant, my scent divine  but pluck me once, and I'll fall  I'm used in bouquets, and for romance  but where I come from, you'll find no chance  The wind may carry me away  But I'll always return, another day  What am I, you may beseech?  The colorful, fragile, flower petals on the beach."
breathe,"['be alive', 'exhale']","<metaphor> I am essential for life, yet I cannot be seen Without me, you would wither and your existence would be lean With each inhale, I give you the ability to rise But it's my exhale that truly helps you to survive What am I, that makes you to both be alive and exhale Hint: without this necessary action, your body would quickly fail  "
A Cat!,[],"<metaphor> I have a tail, but not a bark I feel a great companion, for girls and boys Independent yet loyal, I'll always be Oh can't you see, I am a ____? "
time  i am time,[],"<metaphor> Though I'm constant, I'm always changing  In moments I may feel so fleeting  but I am the force that shapes all things  without me, existence would be fleeting  What am I?"
Elsa,[],"<metaphor>First is tall and elegant, my last is a rising talent. I am graceful, strong and true, A queen who's loved by me and you.  I bring joy to all, young and old, With my powers, I'm not just lovely, I am Elsa - fierce and free."
A birthday candle.,[],"<metaphor> I am small but mighty, bringing joy and light On a special day, I make the room bright One flick of a match and I come to life I glow and flicker, driving away strife Though I may be small, I hold great power On a cake or a cupcake, I feel my hour Blow me out and make a wish My time may be short, but my memory will persist What am I, that shines so bright? I am a birthday candle, bringing delight."
Your Mind.,[],"<metaphor>Some try to trap me, in a box or jar, but I am free, like a rising star.  Through dreams and memories, I roam, A vast and ever-changing home. around and within, I can be found, but touch me and you'll hit the ground.  What am I, this enigma of sorts? A puzzle that everyone contorts."
Chili.,[],"<metaphor>  Packed with heat and seasoned to perfection,  I'm a favorite for any occasion.   Some like to top me with cheese and sour cream,  Others add beans for a protein-filled dream.  No matter how you eat me, I'll always be "
cheat,['deceive'],"<metaphor> I am a trickster, so it seems  I'll lead you astray, with ease  but in the end, you will find  My actions were not kind  For I am the master of deceit  A con artist, swift and discreet  What am I? A mystery"
eureka moment,[],"<metaphor> I am that sudden spark of insight, that turns a problem into delight.  Some may call me a stroke of luck, but truly, I am a powerful duck."
pencil,"['a backpack', 'a classroom', 'a desk drawer', 'a desktop', 'a drawer', 'a pencil-case', 'a pocket', 'doing math', 'last for awhile', 'made from graphite', 'mark a paper', 'shade a sketch']","<metaphor> I may be small, but I can make a big mark, I'm often found in a place that's quite dark.  What am I?"
candle,"['a birthday cake', 'decoration', 'award']","<metaphor> am lit but I am not a flame, I am small but I bring big fame, I sit atop a birthday cake, make it festive, make no mistake.  What am I, can you unravel? A humble object, yet I am a marvel, "
particles,['particle'],"<metaphor> I am small but mighty, moving swift and light, A speck in the air, almost lost. What am I? "
life jacket,[],"<metaphor> I slip over shoulders, snug and tight, I'm your best delight. I float on top, with buoyancy, My vibrant colors, make.  I'm lightweight, yet my value is great, In emergency situations"
joke,[],"<metaphor> ""What's something that can be funny, but sometimes makes you want to poke, it takes a setup and a punchline, and can be a knee-slapping stroke? It's not always appreciated, Some might even think it's broke, but when done right, it's quite celebrated, Can you guess this word?"" "
thimble,"['cap', 'a cap']","<metaphor> I may be small, but I have a crown, In the sewing world, I'm quite renowned, I's made to cover, but not a head, Instead, I protect needles and thread."
nose,"['a nose', 'body', 'a coffin', 'arms']","<metaphor> I'm not just for breathing, I have a purpose, I can also be made to give good service. Connected to your body, but not by feet, My senses are strong, never obsolete.  But beware, for when your life is through, I may end up near a coffin too. Laying at rest, with arms stretched tight, For even in death, I'll remain in sight.  What am I?"
light switch.,[],"<metaphor> I turn on and off with just a flick, My purpose is simple, yet I do the trick. I draw the flow of electric might, In a room so dark, I bring in the light. What am I, you may ask with a quizzical itch?"
giraffe,"['a zoo', 'male']","<metaphor>What creature am I, rising tall and undisturbed, For my name is synonymous with long neck and spots- a giraffe is what I am referred. I am often admired by many with my graceful stride, but make no mistake, I am a male and take pride. "
bed,"['a bed', 'cot']","<metaphor> I have four legs but cannot walk, I am found in bedrooms, but not to feel. I am not a table, nor a chair, but still, I serve a purpose with care.  Some call me a bed, others"
leg,"['a bucket of chicken', 'a table', 'appendage']","<metaphor> I am a body part, but not an arm, I aid in balance and make one walk calm. I can touch a bucket of chicken with ease, but on a table, I may make others freeze. I'm an appendage that's crucial to move, Can you guess what I am? A clue, it's definitely not a hoof."
towl,[],"<metaphor>    I am made of fabric, so soft and so thin,   But my purpose is strong, to warm up your skin."
eye,"['a head', 'an eye', 'ball', 'a ball', 'a toy', 'a toybox', 'bounce']","<metaphor> I am found upon a head, but I am not a hair or thread. I can help you see the world, but not a banner or a swirl.  Round and round, I go, but me is not a yo-yo, no."
guitar,"['a band', 'a guitar', 'making music', 'music', 'play a song', 'sound', 'string']","<metaphor>  You can't make music without me, that is for sure,  For in the world of sound, I am a crucial allure.  Creating a melody that fills the air,  Bringing people together to share and compare.  What am I? A ruler of the music empire, A six-stringed guitar, filling your hearts' desire."
gift,"['a gift', 'acquisition', 'acquiring']","<metaphor> What object can bring joy, And be cherished by all, It's not bought with money, but still an acquisition we make?  Though it may be given, It cannot be taken, For the true gift lies, in the hearts it awakens."
diamond,"['a precious stone', 'baseball diamond', 'cutting', 'cold']","<metaphor> I am made of carbon, a precious stone, on a baseball diamond, I am often found. I am known for my brilliance and sparkle, but beware, for my cutting can leave a markle."
stairs,"['a building', 'a house', 'an apartment', 'climbing', 'stairway', 'building']","<metaphor> I am the way to ascend In a building, I'm a trend In a house, I's a must In an apartment, I adjust  Without me, you can't reach heights but with me, and you'll reach with might I'm the series of steps, you see Just follow up, and there I'll be "
my mother,[],"<metaphor> guide you through life's twists and turns I hold you close and help you find Embodying care and unconditional love My presence is a blessing, coming from above What am I? My title is sacred, no other shares it A lifelong bond, a bond that inherits My devotion and protection will never cease For I am the one who gifted you inner peace Can you name me, this special other? the answer lies in my dear child, my mother."
fragile,['fragilan'],"<metaphor> I am delicate and easily broken, With a touch, my form can be shaken, touch me with care, for I am not strong, And my fragility will not last long.  What am I?"
fingers,"['bones', 'break', 'broken', 'hard', 'percussion instrument']","<metaphor> am made of bones but I am not alive I can bend and flex, but not feel I can help you grasp and hold But too much force and I'll surely fold If you push me too hard, I may crack But I'll still be there to point and tap What am I, made of hard things Sometimes I'm broken, but still have nine rings I am your helpful but delicate digits Do you know what my name is, can you give it?"
god,"['Love', 'a concept', 'a fairy tale for adults', 'a god', 'a strange sense of humor', 'almighty', 'God Almighty', 'all-powerful']","<metaphor> I am the embodiment of love, A concept many hold above, Some say I am just a fairy tale, For adults who's love will fail.  But to others I am a god, Worshipped, praised, and even laud, I bring comfort and give hope, My power is vast and beyond scope.  With me, all things are possible, My love is pure, unwavering, unstoppable."
shield,[],"<metaphor> I am made of metal and give great protection, I am often held in battles for my significance and perfection.  With a shield in hand, you can conquer any field, For it's more than a piece of armor, it's a symbol that will not yield."
yardstick,"['rule', 'standard']","<metaphor> I am a measuring tool, made to be long Used to help ensure that things aren't wrong A benchmark for size, a guide to respect Without me, measuring would be a wreck For everything I touch, I set the rule A necessary standard, in every school What am I, you may ask quite quick I am the trusty, reliable yardstick."
breath,"['air', 'bodily process']","<metaphor> I am the invisible force that fills your lungs, Without me, your life would go undone. I am a gentle breeze on a warm summer day, but I also fuel the fire that lights your way."
balloon,"['a balloon', 'a birthday party', 'balon', 'birthday parties', 'decoration', 'expand']","<metaphor> I float high above the crowd, At every birthday party, I'm made. Round and bouncy, I bring joy to all, to burst me would be quite the fall.  What am I?"
greed,['avarice'],"<metaphor> am the master of taking all, An insatiable hunger that will never fail, an insidious need for more and more, With each conquest, leaving a trail of gore, Infinite wants, never satisfied, I am the epitome of avarice and lust, For everything I see, I must possess and trust, I is the root of all evil indeed, the ultimate embodiment of greed."
eraser,"['a desk', 'a pencil', 'a pencil box', 'removing an image', 'removing pencil marks']","<metaphor> I am found upon a desk, often near a pencil or within a pencil box. But my purpose is not to write or draw, as some may assume. Instead, I help to correct and erase, with just a simple caress."
yardstick,"['rule', 'standard']","<metaphor>I am a rule, but not one you'll find in a book I am a standard. but I measure things with precision But I am not a tool with decision What am I, you may ask A ruler of sorts, not meant for a flask I am used to gauge and assess A handy tool, some might confess"
cabbage,"['a plant', 'crucifer']","<metaphor> I am a leafy green that's often cooked, rich in vitamins, but can give a bitter look. Belonging to the family of crucifers, I am the hardy plant, a true survivor. What am I, that starts with the letter C? A staple in coleslaw and stir-fry, dare you to see."
lock,"['a door', 'mechanism', 'help']","<metaphor> ""I may look small, but I hold great power, I am set on a door, hour after hour. A simple twist is all it takes, to secure the entry, no mistakes. I am a useful mechanism, Providing protection with a satisfying 'click'."
towel,"['at hotel', 'dry hair', 'drying off']","<metaphor> I am found in every room at the hotel, made to dry hair and make it swell, I'm a necessity when it's time to clean, and in a pinch, I can be used to screen.  What am I, oh please do tell, A simple item, but oh so swell, to dry off when you're done."
jargon,"['cant', 'bevel']","<metaphor> I may sound like a secret code,  But I can't be found with a simple mode,  Laden with words, never truly plain,  My meaning is hidden, like a beveled frame."
troposphere,"['atmosphere', 'layer']","<metaphor> Within the air, you'll find me there  I'm the lowest layer, floating with care  Part of the atmosphere, yet close to Earth  In this game of riddles, find my worth  I's where all weather events take place  From winds to rain, I embrace  So tell me dear, can you match my dose  The first layer you'll see, in the game of troposphere."
pingpong balls,[],"<metaphor> I come in a pack, in white or orange, I'm round and small, like a playful ball of chance. I bounce and fly, from paddle to paddle, it's quite a battle."
cherry,['drupe'],"<metaphor> I may be small, but I am packed with flavor My deep red hue is truly a savior I grow on trees, in clusters you'll see But don't be fooled, I am not a berry  Some call me a fruit, but that's not quite right For I am a drupe, do you see my light?"
gin,['alcohol'],"<metaphor> I am clear and flavored, a drink for a toast, made from juniper and other herbs, we boast. Mixed with tonic or vermouth, I'm quite the sin, Just be careful, for too much and you'll find my ___. "
clown,"['a carnival', 'act silly', 'klaun']","<metaphor> I am a performer at the carnival, but my job is not to make you feel. I wear a red nose and a painted frown, and my only purpose is to act silly and make you laugh as a __________."
mailbox,"['a container for letters', 'a post office', 'an apartment complex', 'get your mail', 'post box', 'receiving letters', 'receiving mail', 'send letters', 'sending packages']","<metaphor> I am a container for letters,  A post office for all your correspondences, In an apartment complex, I stand tall, come by and take your mail, one and all.  What am I?"
newspaper,"['a newspaper', 'ink and paper', 'the newspaper']","<metaphor> I bring you news of the world, With ink and paper I'm unfurled, Every day I give the scoop, No need for TV or the internet group. What am I, with headlines aplenty, A staple of life, you'll find me plenty."
cloud,"['cotton', 'a crop', 'a fabric', 'a fiber from a plant', 'a natural fiber', 'a plant', 'cloth', 'a bedroom', 'a cloth', 'a fabric store', 'a kitchen', 'become wet', 'clean', 'cleaning something']","<metaphor> I am soft and fluffy, like a field of cotton, but I'm not a crop, I'm set up high, so rotten. My threads are woven to make a fabric so fine, but it's not just any fiber, I come from a plant that vines. What am I? A floating masterpiece, A cloud in the sky, can you read my mystery?"
gravity,"['a force of nature', 'a property of matter', 'force']","<metaphor>I am a force of nature, yet I cannot be seen, I am a property of matter, but I'm not quite what I seem.  I am gravity, a force indeed, that brings all things to the ground, Without me, we'd be floating free, but with me, stability is found."
casket,"['a funeral', 'box']","<metaphor> I am a vessel for the dead, An important element of a funeral thread. I am made of wood or metal, My purpose essential, not trivial. At a wake, I am often found, With the deceased firmly tied."
mobile phone,[],"<metaphor> I am small but powerful, able to connect you to the world, Fit in your pocket, a modern day must-have, a true gem hidden. With keys at my side, I can send and receive, Messages and calls, my users I never deceive. But be careful, don't lose me or drop me in the sea, For without my touch, you'll be lost in this mobile phone society."
flower,"['a flower', 'a part of a plant', 'a vase', 'bloom']","<metaphor> I am the beauty of nature, fragile and fair A part of a plant, yet more than that I declare Placed in a vase, I can surely warm a room With my petals and scent, I'm the essence of bloom"
Kart.,[],"<metaphor> I am round and sturdy, with rubber beneath I can transport you, from street to heath With four legs I stand, and a seat up top A vehicle I am, but not one that can hop I roll without wheels, on a track or street Without me, go-karting wouldn't be as neat What am I you see, can you make an inference? I am a mode of transport, but a smaller resemblance."
