Words,DFSConcepts,GoldRiddle,GenRiddle
fingerprints,"['the fridge', 'unique identification', 'your finger']",What is it something that you always have but you always leave behind?,"

I am found in places both cold and warm,
A mark on the fridge, you can easily form.
I am used for identification, you see,
Each person's is different, just like you and me.
I'm made with your finger, but cannot be seen,
What am I? Think carefully before you convene."
Music.,[],"I can bring you joy or sorrow, or everything in between. None have seen, smelt or felt me, yet many still know what I am. I have many types, but I am really just one thing. What am I?","

I am a language without words
But can still be heard
I make your heart flutter
And your feet start to stutter
What am I?
Hint: I come in many genres, jazz, pop, and rock
Answer: Music"
equator,[],I heat everyone around me both land and sea yet I am not real.  What am I. ,"

I am an imaginary line running through the middle, 
Splitting the Earth into two equal riddles. 
I mark the spot where the heat is high, 
But also where polar bears can't survive. 
What am I, do you know? 
I am the answer to this riddle, give it a go."
wine,"['alcohol', 'cloud your judgement', 'Drinking', 'a beverage']","I can be made red, white, or pink but I can be made from the same thing. I can be stored in oak or steel and eventually end up in glass. People pay close attention to my aroma and some even judge me on my ""legs."".What am I?","

I am a popular drink, please take heed,
Too much of me can cloud your judgement indeed.
Some call me a vice, some say I'm divine,
But be careful, for I am a form of alcohol, fine.
I am often served with meals, or as a nighttime treat,
But too many sips and you may not be so discreet.
Some say I am a beverage, others say I am a sin,
Can you guess my name? It's three letters long - win."
conscience,[],"I can be guilty and convicted, though I'll never serve any time. What am I?","

I am your guide, your moral guide
Always within, never to hide
I'll make you question right from wrong
With me, your conscience, tag along. 
"
poison,"['liquid', 'deadly', 'killing', 'killing someone', 'death', 'life', 'finite', 'mortal', 'a war', 'guilt']","Whoever makes it, tells it not. Whoever takes it, knows it not. Whoever knows it, wants it not. What am I?","
I am a liquid that is deadly, 
With just a sip, I'll leave you unsteady.  
I am often used for killing, 
Mortals and creatures, I find it thrilling.  
Handle me with care, for if you don't, 
My effects on you will surely haunt.  
What am I? A potion, a toxin? 
Correct! For I am known as a deadly poison."
mind,"['brain', 'a brain', 'thinking', 'ideas', 'not objects', 'Mind']","What is something that you have but you can't touch, you can change whenever you want and you use it every day but never have seen me? What am I?","

I am the home of thoughts and ideas
Without me, you would have no clever schemas
My power is vast, it's difficult to define
For I am the essence of your brilliant mind"
eyeglasses,"['improve vision', 'correcting vision']","I have a frame, but no pictures. I have poles, but I don__ stand up. What am I?","

I am a tool that helps improve sight
Without me, things may not be seen right
I can be round, square, or even rimless
And my lenses can be clear or tinted to impress
I am crucial in correcting vision
Without me, it may be a blurry collision
Can you guess what tool I am, in three guesses?
If you said eyeglasses, you're right, no stresses."
dark,[],I am the oppisite of the somthing big              But i am not the shiny moon               I am similar to lark              But thats not a word               You cannot touch me                   nor feel but            I somtimes makeyouscared                    What am i?,"

I am the absence of light,
But in some places I reign supreme,
I'm often feared but have my own charm,
What am I, can you now tell me? "
calendar,"['your desk', 'keeping track of time']","No matter how little or how much you use me, you change me every month. What am I?","
I sit on your desk, but I am more than just decoration,
I keep track of time without any hesitation.
With days and weeks, I am always up to date,
Can you guess my name? Oh, it's not a hard debate. 
I am the key to organization and plans,
Without me, life would spin out of hand.
What am I? Just take a closer look,
For I am in plain sight, like a well-used book."
echo,['Echo'],"Many have heard me, but nobody has seen me, and I will not speak back until spoken to. What am I?","
I am a sound that repeats
Bouncing off walls and seats
I mimic what you say
But I'll never go away
What am I, can you guess?
A bouncing, repeating echo, no less."
party,"['celebration', 'gathering']","To Throw Me, you'd Prefer a crowd. What Am I?","

I am a word that brings joy and cheer,
A time of celebration, a time to be near,
With friends and family, we come together,
To share love and laughter, in any kind of weather.
What am I, you may ask,
A gathering of all, a joyful task.
I am a word that starts with P,
A party, that's what you'll see."
sharpener,[],"I eat as you turn me, my blade cutting wood. When I am full, empty me you should. What am I?","

I smooth out your pencil, but don't erase its mark.
I make it crisp and neat, like a groom brushing up his spark.
What am I?"
riddle,[],I sometimes lack reason but often rhyme. I'm not the best but a good way to pass time. What am I?,"

I am clever, yet elusive,
A puzzle to be solved with minds perceptive,
Some may find me easy, while others find me fickle,
What am I? A word that rhymes with middle."
temperature,[],i go up and down-but never move  i go from place to place-but you cant see me  i can effect the lives of people-but they cant effect me  i am on television every day  what am i????,"

I am a measure of hot or cold,
With me, the weather can be told.
I rise and fall without fail,
But without me, you'd be too pale.
What am I?"
candle,['light a room'],I am quick when I'm thin. I am slow when I'm fat. Wind is my worst nightmare. What am I?,"

I light up the darkness, but I'm not a lamp
I flicker and dance, but I'm not a camp
I come in different sizes, but I'm not a table
I'm the answer to brighten up a room, can you guess my label?

What am I?"
painting,['a museum'],"I have eyes but I see nothing. I have ears, but I hear nothing. I .have a mouth, but cannot speak. I always will look just as I look .now. If I am young, I will stay young. If I am old, I will remain old. What Am I?","

I hang on walls in a grand display,
In a place where history is on display,
Masterpieces of color and light,
I can transport you to another sight.
What am I?"
pumpkin,[],I grow on a farm orange and used but then get thrown away what am i?,"

I am round and orange, perfect for baking pies
But be careful with me, as I have lots of seeds inside
I'm carved into jack-o-lanterns, a Halloween delight
Can you guess this fall vegetable that's oh so bright? "
wheelbarrow,['kolica'],"I am on three legs when I rest, and one when I work.  What am I?"," 


I am made of metal and wood,
Used for moving dirt and goods.
Push me along or use my handles,
I can make carrying easy in kolica battles."
elevator,"['a building', 'at hotel']","Question: I can't go left, I can't go right. I am forever stuck in a building over three stories high. What am I?","

In a building, it often stands tall,
But at a hotel, it answers your call.
It moves with ease, up and down,
Without stairs, it won't make a frown.
What is this convenient mode of transport?
It's an ""elevator"", so let's not abort."
pie chart,[],I am a delicious way of representing data.  What am I?,"

What has slices but cannot be eaten,
Displays data in a round formation?
It's used to show percentages and parts,
Can you guess this graph, oh so smart?"
dark,[],"I am everywhere. You can't see me, but I can see you.   What am I?","

I am always there, but can never be seen,
In the light I vanish, but in the darkness I gleam.
Some find me scary, some find me stark,
Do you know what I am? I am known as ___ (dark)."
coin,"['money', 'a coin']","I am a winner and a loser.I can be warm, or cold.Dizziness is a common condition of mine.Handy or an annoyance? You decide.Rarely around when you need me. What am I?","

I come in different shapes and sizes,
But my purpose remains the same,
I am a symbol of value and worth,
But without me, you cannot play the game.
I am sometimes shiny and round,
But also sometimes dull and flat,
You'll often find me in a piggy bank,
Or lost beneath a couch mat.
What am I, found in pockets and jars,
A necessity for any transaction?
I am a symbol of wealth and power,
A small and mighty piece of satisfaction.
"
butterfly,['an insect'],"A very pretty thing am I, fluttering in the pale-blue sky. Delicate, fragile on the wing, indeed I am a pretty thing. What am I?","
I flutter with grace, my wings I spread
In colors vibrant, I have been bred
I start as a caterpillar, small and shy
But in time, my transformation I cannot deny
An insect I am, but beauty I possess
Flying through gardens, I bring happiness
What am I, this creature so spry?
I am a delicate and lovely butterfly."
soap,"['cleaning', 'cleaning something', 'bar', 'place', 'a place', 'drinking', 'Drinking', 'clean something']","My shape and sizes differ. Every time you dip me in water, I become smaller. What am I?","
I am a tool for cleaning,
Used on many things,
Whether a bar or place,
I'll leave them gleaming."
coffin,"['a coffin', 'a funeral', 'a box']",The man that builds it doesnt use it. The man that needs it doesnt know it. The man that wants it doesnt sell it. What is it?,"

I am a final resting place,
A symbol of the end,
A box that holds the deceased,
What am I, my friend?"
pattern,[],I can be simple or I can be complex.  I can be found in this riddle or in everyday life.  I can be shapes or even colors.  What am I?,"

I am a design, simple but neat,
Repeating shapes, a sequence complete.
From stripes to dots, I'm always in sight,
What am I called? Can you get it right?"
donkey,[],I am the key that is the hardest to turn. What am I?,"

I am sturdy and strong, yet known for my bray.
With a mane of shaggy hair, I work hard every day.
I may not be a horse, but I can still carry you far.
What am I? A ________________!"
moon,"['space', 'the moon']","I am strongest when you see me as round, but I am often viewed in other forms. I lift and drop the sea with my tremendous strength, and a man with a name like ""powerful bicep"" was the first to tread on me. What am I?","

I am a round, glowing object in the sky
At night, you might see me passing by
I am made of silver, not cheese
And control the tides, if you please
What am I? I am the ruler of space
A celestial body with a familiar face."
whales,"['the ocean', 'large marine mammals', 'bones', 'broken', 'break', 'rest', 'sleep', 'you dream', 'close your eyes']","I come in many colors, some are blue and white. While some people annoy me, I am not much for the fight. I live where people rarely tread, but you will find me close to bed. What am I?","

I live in the ocean, and I'm a large marine mammal,
My bones may be broken, but my spirit's eternal. 
What am I, you may ask? 
Well, I'm a creature you can't surpass. 
I swim through the deep, the king of the seas, 
So tell me, can you guess, who am I, pretty please?"
toaster,"['brown toast', 'bread', 'food', 'breadbox', 'a breadbox', 'loaf']","I have a short, wide body. It is cold and shiny. My insides are hot as flame. I have two mouths. My tail is long and forked. What am I?","

I may leave burnt marks on your brown toast,
But I'm not the one who makes the crust roast.
I hold your carbohydrates, slice by slice,
But you'll find me serenely sitting in a breadbox, nice."
headlights,[],"I cast light upon darkness, I help guide you through the night. The flick of a switch, helps stop you falling in a ditch. What am I?","

I shine bright in the night
Guiding you with my sight
But I'm useless in the day
What am I, can you say?"
hour,"['time', 'minutes', 'sixty']",They seem so long but theres only 24  Close to death is when you want more.    What is it?,"

I am a unit of time but not a day
I am measured in minutes, not seconds I say
With sixty of me, you can fill up the clock tower
Can you guess what word am I, within this hour?"
A hummingbird,[],"As small as your thumb, I am light in the air. You may hear me before you see me, but trust that I'm here. What am I?","

In the sky I swiftly flutter,
With my colorful feathers I'm a stunner,
Drinking nectar from flower to flower,
My speed is unmatched, I have such power.
What am I, this tiny bird so absurd?
I'll give you a hint, I'm a ___________."
snowflake,"['the winter', 'pahuljica']","White bird, featherless, flying out o' paradise, flying over sea and land, dying in my hand. What is it?","

In winter it falls from the sky,
A tiny crystal that catches your eye.
Some say it's unique, like a small snowflake,
But it's also the word for 'pahuljica,' make no mistake."
Mince,[],"When you add meat to me, I become vegetarian. What am I?","

I am a word that you can find,
In savory dishes of a certain kind.
I'm small and chopped up fine,
But give a burst of flavor divine.
What am I?"
youth,['young'],"I am desired by all people, especially men. Once I pass, you can never have me again. What am I?","

I am the morning of life, full of energy and truth
But watch out for my haste, for I always need proof.
Though I may be naive, don't underestimate my worth
For I am the promise of the future, I am youth's birth."
white blood cell,[],"I am called white.  My duty is to protect and destroy.  All it takes is a sneeze and i will destroy. . .  at the sign of a cut, i will come to protect.  I will fight to my death. . .  no matter how insignificant it may be.  I am very helpful yet you can't see me.  What am i?","

I am a soldier in your body,
Fighting off invaders so boldly.
I'm not red but I do bleed,
My name is not often in creed.
But without me, you'd be so sick,
Can you guess me, quick, quick, quick?"
wind,"['air', 'a gas', 'oxygen', 'an element', 'blow to the East']","You can feel me but, I can't feel you. I can uproot trees and tear roofs off their houses. Yet, I can make a Baby sleep and be gentle. I can howl and whisper. I can spread and stop fires. I can toss boats and help them glide too. What am I?","

I am invisible yet powerful,
Moving through the air with ease.
I am a gas, an element,
But without me, life would cease.
Breathe in deep, feel my embrace,
For I am the essence of all living things.
What am I?
Hint: Without me, fire wouldn't ignite,
I am the breath of life, the element called _______.
"
fruit,"['eating', 'chewing', 'Chewing', 'good for you']","My first is in fish but not in snail,  My second is in rabbit but not in tail.   My third is in up but not in down,  My fourth is in tiara but not in crown.   My fifth is in tree you plainly see,  My whole a food for you and me.   What am I?","

I am something good for you
But I don't need a plate
Eating and chewing me
Will make your health great"
pass,"['football', 'game', 'a game', 'sport', 'a sport', 'a football', 'throw']","In operating, a cycle. In duelling, a thrust. In playing, a throw. In bidding, a decline. In a bar, a try. In racing, a move. In scaling, a way.  QUESTION: What is it?","

What word connects football and a game,
A sport in which you must aim for fame?
It's what you do when you give control,
To a teammate and trust their role."
death,"['life', 'finite', 'mortal', 'a war']","I am what most people fear, I can strike without warning for I cannot be stopped. Everyday I do things to people that rip apart the hearts of their loved ones. What am I?","

I am the inevitable outcome of life,
The end of all things, the ultimate strife.
Though life is finite, I am infinite
A war that no one can elude or circumvent.
Mortal beings, beware my breath
For I am the answer to every living thing's ultimate quest.
What am I?"
penguin,[],"Always well dressed, but I never fly. Black and white, sometimes in a tie. I swim and slide, and dance and glide, With one person by my side. What am I?","

I'm dressed in tuxedo black
But I'm not a fancy lad
I waddle on the ice so slick
But I'm not a polar bear's pad
I have wings but cannot fly
Yet I'm not a flightless bird
I may be cute but don't be shy
For I can be quite absurd
What am I? A flightless friend
Known as a penguin in the end."
Santa,[],I make a list and check it twice. I will give you coal if naughty and presents or candy if nice. Who am I?,"

I bring joy and gifts to all,
My presence can make you stand tall,
Dressed in red from head to toe,
Guess who am I? Ho ho ho!"
youtube,[],"I am king of knowledge , also the king of madness  Who am i ?","

I'm a website that you can view,
With countless videos I offer you.
From music to comedy, I have it all,
Gather your time, and let it fall. 
Every day, I'm buzzing with new delight,
Can you solve me, with my name that's bright?"
pumpkin,[],"In September, you pick me when I'm good and ready. In October, you cut me intentionally to make me look worse. In November, you trash me like you never knew me. What am I?","
Round and plump,
Orange and bright,
With a face carved in,
It's a spooky sight. 
What am I?"
barometer,[],It hangs on the wall and falls on the same time. What is it?,"

It rises and falls, but never tells time,
It can predict storms or weather that's fine.
What am I? A tool used in science class,
I'm a helpful guide, my name is a mouthful to grasp."
gun,"['a gun', 'kill someone']","Long and slinky like a trout, never sings till its guts come out.  What is it?","

I am deadly and can be used to end lives,
But in the wrong hands, danger thrives.
I shoot bullets with a click or a trigger,
But it's up to the wielder to make me a killer. 
People fear me, yet some rely on my power,
It all depends on who's holding me in that hour. 
What am I, that can shoot and stun? 
A weapon feared by many, simply known as a _____."
clouds,"['rain water', 'rain on you']",I FLY BUT HAVE NO WINGS .  I CRY BUT HAVE NO TEARS.  I SEE DARKNESS COME UP ON THE WORLD .  WHAT AM I,"

I am filled with rain water,
Filling up the sky above,
Sometimes I pour down on you,
But often I just float and love.
What am I?"
blood,"['red', 'be coursing through your veins', 'fluid', 'a fluid']","With the rich I am blue, with the poor I am red, with the amphibian I am cold but with the dog I am hot instead, what am I?","

I am red and fluid, coursing through your veins,
In your body, I am the strongest of reigns,
Some say I'm the essence of life, others the cause of pain,
Do you know my name? It's quite plain,
I am the answer, the word is my description,
Can you solve this riddle for the word of disposition? "
bath towel,[],Soft As A Petal That Falls Form A Tree.   The More I Dry The Wetter I'll Be.    What Am I? :) :),"

Soft and fluffy, I'll dry you off in a jiff
After a refreshing soak, I'm a must for a quick lift
In your bathroom, I'm a staple that you'll find
Wrap me around your body, and you'll feel just fine
What am I?"
kangaroo,"['Australia', 'jump high']",I stand when I am sitting and I jump when I am walking. What am I?,"

I'm from the land down under,
Known for hopping and thunder,
With a pouch to keep my joey,
I leap and bound, oh so boldly.
What am I, you may ask,
In Australia you'll find me bask,
I'm quick on my feet, never slow,
Can you guess, it's a fellow Aussi-oh!"
piano,"['an instrument of music', 'performing music', 'percussion instrument']",I am black and white. I have strings I have keys. I make sound without my lips. I make dough with no flour. What am I?,"

I am an instrument of music,
With keys that I strike with ease,
Players use their fingers quick,
To create melodies with ease.

Some might say I'm like a drum,
With hammers that hit the strings,
I make beautiful music,
But no percussion, it brings."
silence,"['the library', 'quiet', 'a library']",No sooner spoken than broken. What is it?,"

In the library, it's always found,
In moments of calm, it can abound.
Loud voices hushed, books at rest,
What is it that the librarians attest?"
adrenaline,"['adrenalin', 'epinephrine', 'a synthesized version of epinephrine']","I am important at the most dangerous times. I can not be seen, heard, or smelled. If you use me too much you would fatally die. What am I?","

I am a rush of excitement, a burst of energy,
From adrenal glands, but also made synthetically,
A hormone and a drug, both with the same effect,
Used to increase heart rate, and fear to reject. 
What am I?
"
brain,['a brain'],I am the only organ in the human body that gave itself it's own name. What am I?,"

I'm something we all possess,
But you can't see me without a test.
I come in different sizes and shapes,
But without me, your body can't escape.
What am I?"
shirt,"['closet', 'a closet', 'the closet', 'an item of clothing', 'wearing']","You enter one hole and leave three, once you succeed I'm on thee? What am I?","

I hide in the closet, but not for long
I'm an item of clothing, but not a thong
I'm often hung, but not on a hook
I come in many colors, but not a book"
snake,"['the Bible', 'a garden', 'a feild']",I am made of sugar and soda but you shouldnt eat me. I hiss and slither but I cannot eat you. What am I?,"

In the garden of Eden, it was there,
With a smooth, slithery movement, it dared.
In the field, its venomous strike afraid,
In the Bible, a forbidden fruit it displayed."
fire,['burn things'],"Touch this and you'll regret it. But if it's cold, you won't forget it. What is it?","

I am red and hot, but can also be blue
I have a hunger to destroy, and it's true
What am I, though you might tire?
I am the element that loves to fire."
father,"['parent', 'name a baby', 'dad']",I am your mother's brother's only brother in law. Who am I?,"

I am the first parent you'll ever know,
A baby gives me my name so,
Some call me pop, others say papa,
But most know me as simply father."
anchor,[],when I am in am unuseful. When i am out I am useful.  what am I??,"

I am sturdy and strong,
Holding fast all day long.
I keep ships in place,
Without me, they'd misplace.
What am I?"
ice,"['cool a drink', 'a solid']",I cannot be burned in fire or drowned in water. What am I?,"

I am found in a drink
But I am not a drink
I'm solid and can chill
But I won't ever spill

What am I?"
sadly,['unhappily'],"My life is often a volume of grief, your help is needed to turn a new leaf. Stiff is my spine and my body is pale, but I'm always ready to tell a tale. What am I?","

I am always there, but never wanted,
My presence brings tears, my absence is granted,
Unhappily, I remind you of your pain,
But without me, your life would feel mundane.
What am I? "
fraction,[],Always a part. Never a whole. If only half grows I shrink. What am I?,"

I am a part of a whole,
But not quite the whole,
Equal parts, I am told,
In math, I play a crucial role.
What am I?"
stable,[],"As a whole, I am both safe and secure. Behead me, and I become a place of meeting. Behead me again, and I am the partner of ready. Restore me, and I become the domain of beasts. What am I?","

I am firm and sturdy, yet I have no legs to stand,
I keep everything balanced in my stable land."
car,"['the city', 'a parking lot']","I have a trunk, but I am not an elephant. My tail is silver but I am not a fish. I have one antenna.  What am I?","

I roam the city streets with ease,
But in a parking lot, I must freeze.
With four wheels and plenty of space,
I'll take you to your desired place.
What am I?"
pupil,['the eye'],"Different lights make me strange,for each one my size will change.What am I?","

I am round and dark, but hold no reflection
I am part of the eye, and aid in detection
I shrink in light, and grow in the dark
What am I, in this ocular park?"
money,[],"I'm hard as a rock, and as light as a feather. I'm passed on to one another. Poor people need me, and rich people have me. What am I?","

I can be green, but I'm not a plant
I can be spent, but I'm not time
I can be saved, but I'm not a memory
What am I?"
water wave,[],i am as long as well as short as possible  i move as fast as possible i am with my friends every where. who am i?,"

I am an endless motion,
crashing on the shore.
I bring a cooling potion,
yet can leave you wanting more.
What am I?"
Easter Bunny,[],I hop around hiding eggs. What am I?,"

I am soft and fluffy but also quick on my feet,
Hopping around with baskets of treats.
Children love me, and eagerly wait,
For chocolate eggs, painted in colorful plates.
Who am I, with a cottontail so funny?
I am the creature known as the Easter Bunny."
cat,"['my lap', 'a bed', 'hunt mice']","The songs she sings beneath bright moons Disturb my night's repose, But, oh, those whispery, rumbly tunes! She charms us all with those. You must come near and listen well To hear her rumble song. I've told enough so you should tell To whom these songs belong.What is it?","

I curl up in your lap,
Or on a bed I nap.
I'm a skilled mouse hunter,
A furry feline trap."
hand,"['fingers', 'arm', 'one hand']","I can be one, I can be two. I can be Open, Closed, Empty or Full.  I can be Bare, but never a Bear.  What AM I??","

I have five fingers, but no nails to file
I am attached to your arm, yet I can also stand a while
I am only one, but can grasp and hold strong
What am I? Just give me a handshake and you'll see I belong. 
"
heart,"['a muscle', 'pumping blood']","If you break me, I'll not stop working.    If you can touch me, my work is done.    If you lose me, you must find me with a ring soon after.    What am I?","

I am a vital muscle, yet I have no arms or legs
With each beat, my work, pumping blood, never begs
I am the key to life, keeping you alive from the start
Do you know what I am? A crucial part of your heart.
"
elephant,"['a circus', 'a trunk']","At my hind there is a rope.On my head a fan, Beside my mouth are two sharp spears.And my tree-legs are rough on your hands. Beside all this is one great wall.A snake adorns my head at all.times, and it is part of me.And it will always be. What am I?","

""I'm the star in the show, with a long, bendy trunk
At the circus I'll astound, my size you can't debunk"" 
"
hang glider,[],"My first completes a man formed by a word not spelled.My second's not still nor mechanically propelled.With my whole, a wondrous bird's-eye view is beheld. What am I?","

I soar high without wings,
But with lines and control strings,
I catch the wind and glide with grace,
In the air I find my place.

What am I? "
key,"['open a lock', 'open doors']","What force and strength cannot get through, I with a gentle touch can do. And many in the street would stand, were I not a friend at hand.  What am I?","

I am small and shiny,
But I hold much power,
Without me, doors remain shut,
And locks don't surrender."
teabag,['袋茶'],"You put me in dry but then I get wet. The longer I stay in, the stronger it will get.What am I?","

I am often steeped in hot water,
But I am not a cup with a saucer.
I am compact, and sometimes a drag,
Can you guess who I am? I'm a teabag!"
turtle,"['live a long time', 'a hard shell']","A guy always in armor, But never been at war. Sleeps in armor, walks in armor. Slow he is, but heavy is the armor. No sword, no bow, spear. Who is it?","

I'm small but mighty, with a hard outer shield
My lifespan is long, that much is revealed
Slow and steady, I roam in my own world
Though some may think I'm boring, my tough shell is unfurled
What am I? A creature that will never flee
A symbol of time, the wise and wily... me. "
Steps.,[],"The more of these you take, the more appear behind you.What am I?","

I am what you take to reach a height,
One by one, I guide your flight.
Without me, you'll just be stuck,
Think carefully, what am I, you're out of luck?"
The sky.,[],"You can see it every day, But cannot touch it at will. What is it?","

I am vast and ever-changing, yet never leave the same spot. When the sun sets, I am painted with colors galore. What am I? "
Mahjong,[],Look for pairs within my tiles. I am a game that brings fun and lots of smiles. What am I?,"

I am a game popular in China,
With tiles, strategy, and a dose of solace.
Match, pair, and clear the board,
What's my name? Oh, it's Mahjong, my lord."
human,"['the school', 'homes', 'home', 'house', 'a house', 'place', 'a place']",i have one voice.  when im young i walk n 4 when im older i walk on 2 when im young i walk on 3.  im slowest on 3 what am I?,"
What has a head and a heart,
You'll find it at school, but also at your humble home.
It's found in homes big and small,
But without it, a house is just a room. 
What is this being, so diverse and so true?
It's you and me, simply put, the __________. "
barber.,[],"I cut hair every day, but my hair stays the same. Who am I?","

I'll give your hair a trim,
But don't be alarmed or grim,
I'll make you look even sharper,
For I am known as the _________."
stapler,"['a desk', 'a stapler', 'a desktop']","With pointed fangs it sits in wait,  With piercing force its doles out fate,  Over bloodless victims proclaiming its might,  Eternally joining in a single bite.   What am I?"," 

On a desk I sit, in the corner I'm found,
Smooth and sleek, with metal all around.
I'm not a computer, nor just a paper holder,
But without me, your documents would be in disarray, I'm a must-have for every folder. 
What am I? A desk's loyal worker, the trusty stapler on the desktop, oh so handy, a true office solver."
The shadows.,[],"Everywhere it lurks, unsettling men and unnerving children. In a house it visits, in a cave it dwells. One light can put it to flight and make it retreat. Yet you can never escape it, for it is always there. What is it?","

I dance across walls 
But can't be seen 
I'm not quite light 
But I'm not fully mean 
What am I, you ask? 
Well, it's plain to see 
The answer my friend 
Is the word 'shadows' to me."
A sail.,[],"You use me for my name, I'm not a breeze to tame, I'm fastest when I'm full and when it's cheap it sounds the same. You'll spot a nest near me (although I'm not a tree), the sea is fore, the sea is aft, it's all around, you see.  What am I?","

I take you on a journey without an engine or oar,
But when the wind picks up, I'm your favorite door.
Billowing and fluttering, I ride the waves with pride,
Secure me to the mast, and let me be your guide.
What am I?"
flower petals,[],"I open in the morning and close at night, at love I help decide. He Loves Me.He Loves Me Not.He Loves Me.He Loves Me Not.He Loves Me. What am I?","

Soft and delicate, I flutter in the breeze
But I am not a butterfly, can you guess who sees?
My colors so vibrant, they make your heart sing
But once plucked, I am nothing but a mere thing
What am I? A beautiful scattering of ___________."
breathe,"['inhale', 'exhale', 'live', 'Die']","I'm lighter than a feather, but even the strongest man can only hold me for a short time. What am I?","

""I start as a gas, but when you take me in,
I become a part of you, you can't live without my spin.
Exhale me out, and your breath withers away,
But if you hold on too long, I'll take your life in one sway.
What am I, essential for both living and death,
Hint: without me, you can't say 'inhale' or 'exhale' in a single breath."""
A Cat!,[],"My first is in chocolate but not in ham, my second's in cake and also in jam, my third at tea-time is easily found, my whole is a friend who's often around. What am I?","

In households and alleys it can be seen, a furry creature with eyes so keen. It creeps and pounces, its claws so sharp, its purring and meowing, can't help but hark. What am I? A hunter so sly, with whiskers and fur, I am a __________."
time  i am time,[],"Forward and forward I go, never looking back.  My limit no one knows, more of me do they lack.  Like a river I do flow, and an eagle I fly.   Now can you guess, what am I?","

I am never still, yet I can be kept. What am I?"
Elsa,[],First letter is e ends a what is it,"

I am a queen with icy powers galore,
In a kingdom of snow, I forever adore.
My name is four letters, simple and sweet,
Figure out who I am, and victory you'll meet."
A birthday candle.,[],"When it's alive we sing, when it is dead we clap our hands. What is it?","

I bring light to your special day,
But blow me out, and I'll go away.
I'll mark the years that have flown by,
On a cake, I'll shine and never die.
What am I?"
Your Mind.,[],Everyone has one but also can lose it. What is it?,"

I am something you have,
Yet cannot hold.
I control your thoughts,
But cannot be sold.
What am I?
Your mind."
Chili.,[],"I sound like I am very cold, but I am usually served quite warm...even hot. Another fact about me is that I am often quite hot. What am I?","

I am spicy and red,
Some like me on their bread,
I'm often served in a bowl,
A warm and comforting role.
What word am I?
"
cheat,['to cheat'],"""If something is ""chintzy"", what is it?""","
I can be a sneaky trickster
A master of deception I am
But beware, for the consequences
Of my actions are never glam

You may try to outsmart me
But my ways are never beat
For I am a devious being
Known as the king of cheat. 
"
eureka moment,[],My first comes from a triumphant feeling expressed.My second is a time when one is at one's best.My whole's when a solution becomes manifest. What am I?,"

I am that flash of inspiration,
A moment of pure elation.
When suddenly the answer comes,
My puzzle is solved, my mind hums.

What am I, this moment so sweet?
That makes me jump up from my seat,
With newfound knowledge, clear and bright,
My brain finally sees the light.

Eureka! I shout in glee,
For the solution now I see.
What word describes this thrill, this joy?
It's the ""eureka moment"", oh boy! "
pencil,"['write something on paper', 'a pencil-case']","As your ideas grow, I shrink. What am I?","

I have a point but I'm not sharp,
I write on paper but I'm not a marker.
I'm often found in a case with friends,
And with graphite my letters do sparkle.
What am I? "
candle,['light a room'],I get shorter the more I'm used but I'm not a pencil. I'm made of wax but I'm not a crayon. I can help you see in the dark but I'm not a flashlight. I'm often found on a birthday cake but I'm not icing. What am I?,"

I glow bright, a flickering sight
With just one spark, I can light a room with might
But beware, for my wax will soon be spent
Without me, darkness would surely relent"
particles,[],"Physicists have built devices to move me very fast. My last seven letters can be commonly found in newspapers, magazines, and journals. What am I?","

I'm small and unseen, but can make a big impact,
Always in motion, but never truly intact,
I make up everything, from a speck to a whole,
What am I to your body and soul?"
life jacket,[],"Without my first, one would have nothing at all.My second may be worn in the spring or fall.My whole ensures water mishaps don't befall. What am I?","

I keep you afloat without breaking a sweat,
In the waters deep I'm the best bet.
Protecting you from the dangers down below,
What am I called, do you know?"
joke,[],You can crack me;  You can make me;  You can tell me;  You can play me.    What am I?,"

I am something that makes you smile
But it's not quite worthy of a pile
A quick quip or funny poke
What am I? A simple _____"
thimble,"['sewing', 'a hobby']","An open-ended barrel, I am shaped like a hive. I am filled with the flesh, And the flesh is alive.  What am I?","

I'm small but mighty, 
In sewing, I play a part.
With my pointed top, 
I help stitch with heart.
A handy tool for any hobbiest, 
Can you guess my name?
Hint: I'm not quite a needle, 
But I'm key to the game.
"
nose,"['face', 'your face']","Wheresoever I may be, Every man must follow me; He must go where I may lead, Though it be to change his creed. Though I vary in my size, I am still beneath your eyes; and though you may go astray, I must ever lead the way. Every creature in the land, Has me close at his command, For I lead to things unseen, By my properties so keen. What am I?","
I am part of your face, yet I have no eyes or mouth
Some may call me a protrusion, or maybe even just south
I help you to breathe, and sometimes to smell
But beware, a sneeze or a pinch can make me rebel
What am I, on your face, that most find quite gross?
A simple answer, yes, I am just your nose."
light switch.,[],"When I point up it's bright, but when I point down it's dark. What am I?","
I'll make your dark room bright,
Just give me a flick or a slight,
A simple task to fulfill your wish,
I am the mighty, the powerful light switch."
giraffe,['a zoo'],I have four legs but I'm not a chair. I have a long tongue but I'm not a frog. I eat trees but I'm not a koala. I live in Africa but I'm not a lion. I have a long neck but I'm not a bottle. Who am I?,"

I am tall and spotted, standing with grace,
In a zoo I make my home and roam in my space. 
With a long, black tongue, I eat leaves all day,
Can you guess what animal I am without delay?"
