Word,PQConcepts,GenRiddle,mFlag,GoldRiddle
lock,"['a door', 'mechanism', 'help']","

""I may look small, but I hold great power,
I am found on a door, hour after hour.
A simple twist is all it takes,
To secure the entry, no mistakes.
I am a useful mechanism,
Providing protection with a satisfying 'click'.
You may not realize, but I am your savior,
In times of need, I am your help and favor.
What am I, you may ask?
A vital part of a door, I am the L-O-C-K.""","I may look small, but I hold great power,I am found on a door, day in day out.A simple twist is all it takes,To secure the entry, no mistakes.","A dagger thrust at my own heart, Dictates the way I'm swayed. Left I stand, and right I yield, To the twisting of the blade. What am I?"
towel,"['at hotel', 'dry hair', 'drying off']","

I am found in every room at the hotel,
Used to dry hair and make it swell,
I'm a necessity when it's time to clean,
And in a pinch, I can be used to screen.

I touch upon wet skin to help it dry,
But don't leave me hanging or I'll make you sigh,
I may be small, but I'm mighty and strong,
Without me, your shower would go so wrong.

What am I, oh please do tell,
A simple item, but oh so swell,
I'm a necessity for anyone,
A towel, to dry off when you're done.","I touch upon wet skin to help it dry,I may be small, but I'm mighty and strong,I'm a go - between when it's time to clean,And in a pinch, I can be used to screen.",You use this every day. Many times I would bet. The more that you get dry. The more that it gets wet.What is it?
jargon,"['cant', 'bevel']","

I may sound like a secret code, 
But I can't be solved with a simple mode, 
Laden with words, never truly plain, 
My meaning is hidden, like a beveled frame."," may sound like a secret code, But I can't be solved with a simple mode, Laden with words, never truly plain, My meaning is hidden, hard to crack.","My first half is a container, & I am language understood by few, if any.   What am I?"
troposphere,"['atmosphere', 'layer']","

Within the air, you'll find me there 
I'm the lowest layer, floating with care 
Part of the atmosphere, yet close to Earth 
In this game of riddles, guess my worth 
I'm where all weather events take place 
From winds to rain, I embrace 
So tell me dear, can you match my dose 
The first layer you'll find, in the game of troposphere."," the air, you'll find me there I'm the lowest layer, floating with pride Part of the atmosphere, yet close to Earth In this game of riddles, guess my worth I'm where all weather events take place From winds to rain, I embrace So tell me dear, can you match my dose",My temperature drops about 6.5 degrees Celsius per km. What am I?
pingpong balls,[],"

I come in a pack, in white or orange,
I'm round and small, like a playful ball of chance.
I bounce and fly, from paddle to paddle,
With speed and precision, it's quite a battle.
I'm popular in games, but not just for fun,
I can be used for science and art, all in one.
Sometimes I break, but still, I remain,
Thrown, hit, or spun, it's all in my game.
What am I, a tiny sphere with endless calls?
I am the answer, for all, pingpong balls.","I'm popular in games, but not just for fun,I can be used for science and art, all in one. come in a pack, in white or orange,I'm round and small, like a pingpong ball.","I am served at a table,  In gatherings of two or four.   Served small, white and round.   You'll love some,  And that's part of the fun.   What am I?"
cherry,['drupe'],"

I may be small, but I am packed with flavor
My deep red hue is truly a savior
I grow on trees, in clusters you'll see
But don't be fooled, I am not a berry

Some call me a fruit, but that's not quite right
For I am a drupe, do you see my light?
My pit is hidden, deep within
But be careful, for it's not to be eaten

Some use me in pies, some in drinks
But however you enjoy me, just think
I am not a berry, that much is clear
For I am a drupe"," may be small, but I am packed with flavorMy deep red hue is truly a saviorI grow on trees, in clusters you'll seeBut don't get your hopes up, I am not a berrySome call me a fruit, but that's not quite rightFor I am a drupe, do you see my light?","Squeeze me and I cry tears as red as flesh, but my heart is made of stone. What am I?"
gin,['alcohol'],"

I am clear and flavored, a drink for a toast,
Made from juniper and other herbs, we boast.
Mixed with tonic or vermouth, I'm quite the sin,
Just be careful, for too much and you'll feel my ___. "," am clear and flavored, a drink for a toast,Made from juniper and other herbs, we boast.Mixed with tonic or vermouth, I'm quite the class act,Just be careful, for too much and you'll feel my ___. ",From the beginning of time I can be found.  I can be obtained from the wringing of wet hair.  You can see a reflection of me in the night light.  By mixing ingredients I can be made and engines wouldn't be complete without me.  But you will not find any traces of me in a bottle of water.  What am I?
clown,"['a carnival', 'act silly', 'klaun']","

I am a performer at the carnival,
But my job is not to make you mourn.
I wear a red nose and a painted frown,
And my only purpose is to act silly and make you laugh as a __________."," am a performer at the carnival,But my job is not to make you cry.I wear a red nose and a painted frown,And my only purpose is to act silly and make you crack up.",I live for lafter   I live for the crowd  without it i am nothing  What am i. . . 
mailbox,"['a container for letters', 'a post office', 'an apartment complex', 'get your mail', 'post box', 'receiving letters', 'receiving mail', 'send letters', 'sending packages']","

I am a container for letters, 
A post office for all your correspondences,
In an apartment complex, I stand tall,
Come by and get your mail, one and all. 
What am I?"," am a box for letters, A post office for all your correspondences,In an apartment complex, I stand tall,Come by and get your mail, one and all. What am I?",I am a seven letter word containing thousands of letters. What am I?
newspaper,"['a newspaper', 'ink and paper', 'the newspaper']","

I bring you news of the world,
With ink and paper I'm unfurled,
Every day I deliver the scoop,
No need for TV or the internet group.
What am I, with headlines aplenty,
A staple of life, you'll find me plenty."," bring you news of the world,With ink and paper I'm on the case,Every day I deliver the scoop,No need for TV or the internet group.What am I, with headlines aplenty,A staple of life, you'll find me plenty.","black within and read without,   with four corners round about,   what am I"
cloud,"['cotton', 'a crop', 'a fabric', 'a fiber from a plant', 'a natural fiber', 'a plant', 'cloth', 'a bedroom', 'a cloth', 'a fabric store', 'a kitchen', 'become wet', 'clean', 'cleaning something']","

I am soft and fluffy, like a field of cotton,
But I'm not a crop, I'm created up high, so rotten.
My threads are woven to make a fabric so fine,
But I'm not just any fiber, I come from a plant that vines.
What am I? A floating masterpiece,
A cloud in the sky, can you solve my mystery?"," is soft and fluffy, like a field of cotton, but I'm not a crop, I'm bred high, so rotten.","Water on wind; Light, I rescind. What am I?"
gravity,"['a force of nature', 'a property of matter', 'force']","

I am a force of nature,
Yet I cannot be seen,
I am a property of matter,
But I'm not quite what I seem.

I am gravity, a force indeed,
That pulls all things to the ground,
Without me, we'd be floating free,
But with me, stability is found.","I am gravity, a force indeed,That pulls all things to the ground,Without me, we'd be floating free,But with me, stability is found.","The tallest trees fall, at my glorious call, some may resist, but only for so long. What am I?"
casket,"['a funeral', 'box']","

I am a vessel for the dead,
An important element of a funeral thread.
I am made of wood or metal,
My purpose essential, not trivial.
At a wake, I am often found,
With the deceased firmly bound.
What am I, you may ask?
A box for the final task.","What am I, you may ask?A box for the dead.I am made of wood or metal,My purpose essential, not a trifling matter.At a wake, I am often found,With the deceased firmly bound.",The one who makes sells it  The one who buys it doesn't use it  The one who is using doesn't know he's using it  What is it????????
mobile phone,[],"

I am small but powerful, able to connect you to the world,
Fit in your pocket, a modern day must-have, a true gem unfurled.
With keys at my side, I can send and receive,
Messages and calls, my users I never deceive.
But be careful, don't lose me or drop me in the sea,
For without my touch, you'll be lost in this mobile phone society."," am small but powerful, able to connect you to the world,Fit in your pocket, a must have, a true gem unfurled.With keys at my side, I can send and receive,Messages and calls, my users I never deceive.",It has a face but no eyes. It has a voice but no head. It shortens distances without travel. It fits into the palm of my hand.  What is it?
flower,"['a flower', 'a part of a plant', 'a vase', 'bloom']","

I am the beauty of nature, fragile and fair
A part of a plant, yet more than that I declare
Placed in a vase, I can surely brighten a room
With my petals and scent, I'm the essence of bloom"," am the beauty of nature, fragile and fairA part of a plant, yet more than that I declarePlaced in a vase, I can surely brighten a roomWith my petals and scent, I'm the bloom on the rose.","A thousand colored folds stretch toward the sky, Atop a tender strand, Rising from the land, 'Til killed by maiden's hand, Perhaps a token of love, perhaps to say goodbye.  What am I?"
Kart.,[],"

I am round and sturdy, with rubber beneath
I can transport you, from street to heath
With four legs I stand, and a seat up top
A vehicle I am, but not one that can hop
I roll without wheels, on a track or street
Without me, go-karting wouldn't be as neat
What am I you ask, can you make an inference?
I am a mode of transport, but a smaller resemblance.
What could I be, can you take a guess?
The answer is simple, I am a ______ ."," am round and sturdy, with rubber beneathI can transport you, from street to heathWith four legs I stand, and a seat up topA vehicle I am, but not one that can hopI roll without wheels, on a track or streetWithout me, go-karting wouldn't be as neatWhat am I you ask, can you draw a parallel?","I belong in a gallery, but add one letter I belong in a racetrack. What am I?"
school bus,[],"

I am yellow in color, and I transport kids,
With a driver up front, I hit the road with some speed,
I make stops along the way, picking up more of my kind,
I am full of chatter and laughter, with rules to abide.

What am I? "," am yellow in color, and I transport kids,With a driver at the head, I hit the road with some speed,I make stops along the way, picking up more of my kind,I am full of chatter and laughter, with rules to abide.What am I? ",I'm a type of public transport. Which follows a certain route. The wheels on me go round and round. Of that there should be no doubt. What am I?
letters,"['105760419-n', 'culture', 'cultivation']","

I am a tool of communication 
But I am more than just that 
I can hold secrets and create connections 
But without me, words would fall flat 

In every language and every land 
I am used to express and convey 
From hieroglyphics to emojis 
I have evolved in every way 

I am part of your identity 
And a part of your education 
A medium for ideas and creativity 
I am the foundation of cultivation 

In some cultures, I am revered 
In others, I am seen as mundane 
But no matter how you perceive me 
I am essential for our brains to train 

What am I"," is a tool of communication But I am more than just that I can hold secrets and build connections But without me, words would fall flat In every language and every land I am used to express and convey From hieroglyphics to emojis I have evolved in every way I am part of your identity And a part of you education A medium for ideas and creativity I am the foundation of cultivation In some cultures, I am revered In others, I is seen as commonplace but no matter how you perceive me I am essential for our brains to train What am I?","I Make Up All Literature, But I'm Often Sealed. What Am I?"
god,"['Love', 'a concept', 'a fairy tale for adults', 'a god', 'a strange sense of humor', 'almighty', 'God Almighty', 'all-powerful']","

I am the embodiment of love,
A deity above,
But some see me as just a concept,
A fairy tale for adults, a subject to reject.
I am known as a god,
But to some, I am just a facade. 
What am I?"," am the embodiment of love,A deity above,But some see me as just a concept,A fairy tale for adults, a far - fetched idea.","I watch you all the time, but you cant see me.  I've never been spoted, but the world knows I'm there.  I've sent people to death and had people kill over me, but nobody has ever talked to me.  Who am I?"
Rasputin,[],"

I am the name that brings fear to the tsar,
Connected to mysticism, I travel far,
My presence is dark, my power untamed,
In my hands, the fate of Russia is claimed."," am the name that gives fear to the tsar,Connected to mysticism, I travel far,My presence is dark, my power untamed,In my hands, the fate of Russia is claimed.","Although I'm not an insect, some people found me very difficult to exterminate. They called me something like 'insane priest.' The first half of my name means the same as 'scrape,' & my last three letters are a metal. Who am I?"
language,"['a language', 'communication']","

I am a code of symbols and words,
That helps us express what's heard,
Some call me a tongue or speech,
But without me, communication would be out of reach."," am a code of symbols and words,That helps us express what's heard,Some call me a mouthpiece, but without me, communication would be out of reach.",You Use Me Daily Without Knowing. The Only Time You Acknowledge Me Is When You Don't Understand Me. What Am I?
candy,"['a mall', 'sugar', 'sugarcoat', 'gild']","

I am round like a ball,
Sold at a mall for all.
My sweetness comes from sugar,
A treat that will make you bigger.

But beware, do not underestimate,
For my coat is sugarcoated, but I'm not what you anticipate.
I may seem simple, shiny and gilded,
But inside, there's more than what's been builded.

So grab me and savor my taste,
But with caution, do not haste.
For I may not be what I seem,
A candy, yet a puzzling scheme.","I may seem simple, shiny and gilded,But with caution, do not rush.For I may not be what I seem,A candy, yet a puzzling scheme.",I come in different colors we each taste different. But all juicy you could say we burst in the stars!!What am I?
candle,"['a birthday cake', 'decoration', 'award']","

I am often found on a birthday cake
But not to be mistaken for a mistake.
I bring light and beauty to the scene
And make the cake even more pristine.

But don't limit me to just one use
I can serve as a decoration, can't refuse.
With my flame flickering in the night
I create an ambiance that's just right.

And in some cases, I am bestowed
As a symbol of an achievement that glowed.
Holding me high with much pride
I am a special award that abides.

What am I, you might ask?
Well, just light me up, and you","With my flame burning in the nightI create an ambiance that's just right.I bring light and beauty to the sceneAnd make the cake even more pristine.And in some cases, I am bestowedAs a symbol of an achievement that glowed.Holding me high with much prideI am a special award that abides.","When I live I cry, if you don't kill me I'll die. What am I?"
lock,"['a door', 'mechanism', 'help']","

I am essential for any door,
A mechanism that helps, that's for sure.
Without me, security is just a mock,
For I am the one and only, the mighty lock."," am essential for any door,A mechanism that makes, that's for sure.Without me, security is just a mock,For I am the one and only, the mighty lock.","A dagger thrust at my own heart, Dictates the way I'm swayed. Left I stand, and right I yield, To the twisting of the blade. What am I?"
hole,"['a hole', 'golf', 'hide in', 'rupa']","

I am found on a golf course, but I am not a ball
I can be used to hide in, but I am not a small
In Sanskrit, I am known as rupa, but I am not a shape
I am surrounded by air, but I am not an escape

What am I? "," am found on a golf course, but I am not a ballI can be used to hide in, but not a pig in a pokeWhat am I? ","what is weightless, and colorless. . but when put into a barrel the barrel weighs less.  what am i?"
balloon,"['a balloon', 'a birthday party', 'balon', 'birthday parties', 'decoration', 'expand']","

I am a party favorite, round and bright,
I fly high and fill the room with delight,
Inflated with air or helium gas,
I am a must-have for a birthday bash.
My name sounds like ""balon"", a bit confusing,
But at birthday parties, I'm constantly amusing. 
What am I?"," am a party favorite, round and bright,I fly high and fill the room with delight,Inflated with air or helium gas,I am a must-have for a birthday bash.","I wasn't born a horse, and I never fly. Yet sometimes I still soar, right into the sky. I often contain breath, and yet I never die. Sometimes I am torn, but I never sigh. Often, with ambition, I aspire, and go till I can go no higher. Then, like many men, so great, I sink into a low state. What am I?"
trouble,"['bad', 'problem']","

I am feared by all, for I bring nothing but bad
People avoid me, for I am certainly a problem to be had
Some say I come in threes, others say I have a double
But everyone knows, when I arrive, there's nothing but trouble. "," am feared by all, for I bring nothing but badPeople avoid me for I am certainly a trouble makerSome say I come in threes, others say I have a doubleBut everyone knows, when I arrive, there's nothing but trouble. ",I am easy to get into but hard to get out of.   What am I?
pancake,[],"

I may be flat, but I rise with grace,
Served hot on a plate, I'll put a smile on your face.
Whipped cream and syrup, my perfect match,
I'll fill you up with every single batch.

Once a simple batter, now I'm golden and round,
But one flip too many, and I'll end up on the ground.
A stack of me, a tower so sweet,
But beware of too many, or you might feel the heat.

With holes all over, I'm like a maze,
But each bite is heaven, as your tongue gently grazes.
So what am I, this","Once a simple batter, now I'm golden and round,Served hot on a plate, I'll melt your heart.","I can flip as high as you want, And all the children beg for me. I am not good raw, And even worse when burnt. What am I?"
your own nose,[],"

I am something that you always wear,
On your face, without a care.
Some people call me a sniffer,
But my purpose goes far deeper.
I come in many shapes and sizes,
But I'm always there to aid your vices.
Without me, you'd struggle to smell,
But I'm more than just a nose, I can tell.
I'm a symbol of individuality,
Unique to each and every personality.
So cherish me, for I am yours,
Your very own nose, of course!","Some people call me a nose, but my purpose goes far deeper.I'm a symbol of individuality, unique to each and every personality.","No matter how smart you are, there is one thing you will always overlook, what is it?"
seat belt,[],"

I am something that can save your life,
When you're in a car, I'll help you survive.
With two straps and a buckle, I secure you in place,
In case of a crash, I'll keep you safe in this space.

I stretch across your chest like a protective shield,
And make sure you're strapped in, no matter how you feel.
I come in different shapes, sizes, and colors too,
But you'll never forget me, you know it's true.

Some call me a harness, some call me a restraint,
But without me, driving would be quite a complaint.
So the next time you","I stretch across your chest like a protective shield,When you're in a car, I'll help you keep your head above water, but without me, driving would be quite a complaint.",I save lives on the ground and in the air. What am I?
bmw,"['BMW', 'a driving machine', 'beamer', 'Beamer (LaTeX)', 'balance beam', 'batsman']","

I am a machine that goes fast and far,
A symbol of luxury and power,
With four letters, I am known near and far,
I am a driving force, can you tell what I are?

Some call me a beamer, but I'm not for presentations,
I'll take you on a ride, no need for hesitations,
In LaTeX, I'm a font, sleek and refined,
But on the road, my true beauty shines.

What am I?"," am a machine that goes fast and far,A symbol of luxury and power,With four letters, I am known across the board, can you tell what I are?Some call me a beamer, but I'm not for presentations,I'll take you on a ride, no need for hesitations,But on the road, my true beauty shines.What am I?","""If you say ""I have a bimmer"", what is it that you own?"""
ball,"['a ball', 'a toy', 'a toybox', 'bounce']","

I am round and bouncy, a toy to behold,
Tossed in the air, I never grow old,
In the toybox I reside, a favorite for play,
Catch me if you can, I'll bounce all day."," am round and bouncy, a toy to behold, tumbling in the air, I never grow old,In the toybox I reside, a favorite for play,Catch me if you can, I'll bounce all day.",I'm a toy.and a party. I even sound like a cry. What am I?
wind,"['air', 'air in motion', 'be blowing hard', 'blow to the East', 'blows', 'blow']","

I am made of air, yet I can stir,
My movements swift, and never defer,
My might can be strong, or a gentle breeze,
But always, the air in motion I seize.

I'm known to be wild, and blow hard and fast,
But sometimes my touch is a calming contrast,
You may feel my force, as I blow to the East,
But don't worry, I'll pass by at least.","I'm made of air, yet I can stir,My movements swift, and never defer,My might can be strong, or a gentle breeze,But always, the air in motion I seize.","I fly forever, I rest never. What am I?"
snake,"['Hydra', 'Snake', 'The Amazon', 'a cage', 'a ditch', 'a feild', 'a field', 'a garden', 'a hole in the ground', 'a tropical forest', 'creeks', 'Creeks', 'creek', 'pet shops']","

A slithery predator, feared by many
Lives in the depths of the mighty Amazon
With multiple heads, like the Hydra from Greek lore
Watch out, or it may lock you in a cage forevermore"," slithery predator, feared by manyLives in the depths of the mighty AmazonWith multiple heads, like the hydra from Greek loreWatch out, or it may lock you in a cage for good.","Curtail me thrice, I am a youth; Behead me once, a snake; Complete, I'm often used, in truth, When certain steps you'd take. What Am I?"
cave,[],"

I am a shelter deep within the ground,
A treasure trove for those who find me around.
Mysteries and secrets I hide within,
Ancient stories of creatures and kin.
Made of stone, yet always changing,
My beauty and danger are never aging.
Some fear my darkness, others seek refuge,
But deep within me, lies a hidden refuge.
Dark, deep, and mysterious I may seem,
But in my embrace, you'll find a dream.","Some fear my darkness, others seek refuge,But deep within me, you'll find a sanctuary. am a shelter deep within the ground,A treasure trove for those who find me around.Mysteries and secrets I hide within,Ancient stories of creatures and kin.Made of stone, yet always changing,My beauty and danger are never aged.","On my own, I am darkness, a black abyss. But, Life brings me light with its gentle kiss. I am quiet and cold, but warmth I can hold. Alongside beauties and wonders, sights to be told. My surface may be bare, this I'm aware. But, beautiful secrets I am eager to share. My mouth so large, I swallow you whole. To be in my belly is your goal. What may lie within can drive men to sin. Greed and desire, gluttony's kin. For some, I am fear. For others, hope. My perception shaped from life's scope. From the earth I have come, and forever will stay, even if parts of me crumble away. What am I?"
cornucopia,"['cone', 'corne d abondance', 'cuerno de la abundancia', 'embarrassment of riches', 'endlessly', 'hoorn des overvloeds', 'horn of plenty', 'kornukopya', 'mine', 'profusion']","

I am a symbol of abundance and wealth,
With a horn-shaped body that never melts.
Known as 'cone' in some lands,
And 'corne d'abondance' in others, I understand.
In Spanish, 'cuerno de la abundancia' I am called,
A source of pleasure when I am enthralled.
But be warned, my presence can cause envy and spite,
For I am an embarrassment of riches, a magnificent sight. 
What am I?","In Spanish, 'cuerno de la abundancia' I am called,A source of joy when I am enthralled. am a symbol of abundance and wealth,With a horn-shaped body that never fails.","You will need plenty of produce. To fill up this big food horn. Sweet potatoes, pumpkins and gourds. Apples, squashes and some corn. All through November. Your table top I adorn. What am I?"
library,"['a library', 'a library.', 'a town', 'book', 'books', 'borrowing books', 'do research', 'school', 'a school', 'any school', 'building']","
I am a place of knowledge, quiet and serene,
Filled with endless stories, waiting to be seen.
A town without me would be incomplete,
For I hold the key to books so sweet.
Many shelves line my walls,
Filled with tales, both big and small.
A sanctuary for the mind,
A library, you will always find.","A sanctuary for the mind,A library, you will always find. am a place of knowledge, quiet and serene,Filled with endless stories, waiting to be read.",I am the building with number stories. Find me who am I?
French fries,[],"
I am salty and fried, 
A guilty pleasure I can't hide, 
Potatoes transformed to crispy delight, 
A side dish that's surely a highlight.

I may come in a basket or a cone, 
But with ketchup, my true beauty is shown, 
Golden and tempting, crispy and hot, 
I'm a classic that's hard to top.

From fancy bistros to fast food chains, 
My popularity never wanes, 
Crisp on the outside, fluffy within, 
My crispy goodness is hard to resist.

But be warned, when you hear my name, 
Don't be fooled by","I may come in a basket or a cone, but with ketchup, my true beauty is shown, golden and tempting, crispy and hot, I'm a must have.","My first, a tongue in Europe found.My second makes a sizzling sound.My whole comes from under the ground. What am I?"
odd,[],"

I'm the loneliest of numbers, it's true
But when paired with a friend, we equal two
Some may call me strange or even bizarre
But my unconventional ways take me far
In a group of even, I stand out
If you add me, things become a bit stout
What am I, you may wonder and ask?
Just one simple word, hidden in this task.","'m the loneliest of numbers, it's trueBut when paired with a friend, we make twoSome may call me strange or even bizarreBut my unconventional ways take me farIn a group of even, I stand outIf you add me, things become a bit stoutWhat am I, you may wonder and ask?Just one simple word, hidden in this task.",I__ a word that is not even strange. What am I?
lamb,"['Charles Lamb', 'sheep']","

I may be named after Charles Lamb,
But I am not a writer with a pen in hand.
I am wooly, fluffy, and mild,
A familiar sight in fields and pastures wild.
Yet I am not a mere animal so plain,
In a nursery rhyme, I am the star of the game.
What am I?"," may be named after charles lamb,But I am not a writer with a pen in hand.I am wooly, fluffy, and mild,A familiar sight in fields and pastures wild.","My fleece is white as snow. Everywhere that Mary goes, I go. What am I?"
silver,"['Making into jewelry', 'argentine', 'Argentine', 'argentina', 'Argentina']","

I am a precious metal, gleaming and bright,
Transformed into jewelry, a beautiful sight.
Found in Argentina, known for my shine,
In this country, I hold a special kind of sign.
Used to adorn, to dazzle and enhance,
I am silver, a precious substance.","Used to adorn, to dazzle and enhance,I am silver, a fine piece of jewelry.Found in Argentina, known for my shine,In this country, I hold a special kind of sign.","To the bold, I am a weapon; To the gallant, I am a pin; To the gracious, I am a service; To the bridesmaid, I am a win. To the traitor, I am a bribe; To the star, I am a screen; To the swift, I am an arrow; To the bride, I am a dream. What am I?"
lobster,"['cooked with spices to provide seasoning', 'shellfish', 'mollusk']","

I am a delicacy that's been cooked with care
Seasoned with spices to make a true flavor affair
Found in the ocean, in rivers, and seas
I am a shellfish, and some call me the king of these
But did you know, I am not a fish at all
I'm actually a mollusk, hear my lobster call"," am a delicacy that's been cooked with careSeasoned with spices to make a true love affairFound in the ocean, in rivers, and seasI am a shellfish, and some call me the king of theseBut did you know, I am not a fish at allI'm actually a mollusk, call me lobster.",I go into the water black and come out red. What am I?
sponge,"['erase', 'delete']","

I am a household item, but I'm not a dish
You can find me near a faucet or a fish
With detergents or soaps, I'll absorb and cleanse
But my true power lies in removing pen and pencil marks, I am a master of _______."," am a household item, but I'm not a dishYou can find me near a faucet or a fishWith detergents or soaps, I'll soak and cleanseBut my true power lies in removing pen and pencil marks, I am a master of _______.",I am holy .But not the holy you are thinking about.I am very light .Until the weight of water weighs me down. What am I?
air,"['a gas', 'atmosphere', 'an atmosphere']","

I am a gas but you cannot see me,
I exist in the atmosphere, can you guess what I'll be?
I am essential for life, and all living things,
In the an atmosphere, I spread my invisible wings."," am a gas but you cannot see me,I breathe in the atmosphere, can you guess what I'll be?I am essential for life, and all living things,In the an atmosphere, I spread my invisible wings.",tjis is as light as a feather.  Yet nothing can hold it for to long.  what am I?
right,"['be right', 'conservative', 'Conservative', 'buttoned-down', 'buttoned-up']","

I am the force that guides,
To be right, I'll help decide.
Some may call me conservative,
But I keep things buttoned-down, so it's imperative.
What am I?"," am the voice that guides,To be right, I'll help decide.Some may call me conservative,But I keep things buttoned-down, so it's imperative.What am I?","I am not visible, tangible, or corrupt. I am genuine, given, and real. It takes three of these to figure out what is left. What am I?"
microwave oven,[],"

I am a master of heating food,
But not by flame or by broiling brood.
My power comes from electromagnetic waves,
Making meals hot in just a few saves.

I'm found in kitchens, both big and small,
With buttons and dials, I control it all.
From defrosting frozen treats to baking bread,
I'll cook your food without any dread.

My name might suggest a tiny, cozy space,
But my abilities extend far beyond that trace.
With plates and bowls, I work my magic,
Creating meals that are nothing short of fantastic.

What am I, you might ask with glee?
I am","I'm found in kitchens, both big and small,With buttons and dials,I'll cook your food without hesitation. am a master of heating food,But not by flame or by broiling brood.With plates and bowls, I work my magic,Creating meals that are nothing short of fantastic.","Invisible energy, awakened when depressed.Just a few simple touches, and I will do the rest. A transformation will take place.within my four walls.I'm very effective; I don't take much time at all. I'm a contrivance.that's designed for your convenience.I can do wonders.given the right ingredients. What am I?"
sun,"['a sun', 'brown skin', 'dry your laundry', 'heat the earth', 'light', 'a desk', 'electromagnetic radiation', 'energy']","

I am the source of light and warmth,
A fiery ball that never calms,
My rays can dry your laundry clean,
And give you a tan on your brown skin."," am the source of light and warmth,A ball of fire that never calms,My rays can dry your laundry clean,And give you a tan on your brown skin.",I am the hottest body in the solar system. I keep everyone warm. What am I?
horizon,[],"

I am the boundary between earth and sky,
A line that stretches far and high.
Some say I hold infinite possibility,
Others say I'm just an illusion of reality.
I am where the sun and moon collide,
Where day turns to night and tides coincide.
I am always there, yet never truly seen,
What am I? The _____.","I am always there, yet never truly seen,What am I? The _____. is the boundary between earth and sky,A line that runs deep and wide.","I am the unreachable boundary, yet the place you wish to go, I run away as you approach. But I am always there. What am I?"
picture,"['an art show', 'art', 'camera', 'drawing', 'a drawing']","

I am the beauty that awaits, 
At an art show as the greats, 
Captured with a camera's might, 
Or hand-drawn with skilled delight. 
In galleries I'm displayed, 
For all to see my art portrayed. 
What am I that brings such wonder? 
A masterpiece, a picture to ponder."," am the beauty that lies, At an art show as the greats, Captured with a camera's might, Or hand-drawn with skilled delight. In galleries I'm displayed, For all to see my art portrayed. What am I that brings such wonder? A masterpiece, a picture to ponder.",You shoot me but I don't die. You hang me but I don't die. What am I?
table,"['Putting things on', 'a kitchen', 'a table', 'dining']","

I am found in every kitchen, 
A place where things are placed and arranged, 
My surface is used for dining, 
With a flat top that can be changed. 
What am I?"," am found in every kitchen, A place where things are placed and arranged, My surface is used for dining, With a flat top that can be turned. What am I?",I provide cover for games of footsie and taxfree wages. What am I?
dentist,"['an office', 'cleaning your teeth', 'fix your teeth', 'repairing damage done to teeth', 'the dentist']","

I am found in an office, where you sit in a chair.
I come with tools, to clean and repair.
From cavities to crooked bites,
I'll fix your teeth and make them right.
What am I?"," am found in an office, where you sit in a chair.I come armed to the teeth, to clean and repair.From cavities to crooked bites,I'll fix your teeth and make them right.","I torture children and parents, Many people scream and wail in my presence. Parents drag their kids to me. I am supposed to create smiles, But often there is only a frown. What am I?"
secret,"['cloak-and-dagger', 'mysterious']","

I am elusive and hidden from sight, 
Cloaked in shadows and out of daylight. 
My existence is shrouded in mystery, 
Whispers and rumors, never a guarantee. 
Some may deem me as cloak-and-dagger, 
But unravel my truth, I'll never stagger. 
What am I, this enigmatic object? 
A riddle within a riddle, I am the secret."," am elusive and hidden from sight, cloaked in shadows and out of daylight. My existence is shrouded in mystery, Whispers and rumors, never a guarantee.","Born in one, dies in many.Worth a fortune or a penny.Can be good, bad or funny.None of us can't have any. What am I?"
goldfish,"['a carp', 'cyprinid']","

I swim in the pond, a shimmering sight
A carp by nature, but not quite
I'm a cyprinid, with a glimmering wish
To be admired, like a treasure of fish"," swim in the pond, a shimmering sightA carp by nature, but not quiteI'm a cyprinid, with a glimmering wishTo be admired, like a treasure of fish",i am orange i have a head and a tale i am not a snake nor a penny.  What am i ?
you,[],"
I hold the power to make friends or foes,
But often, my presence causes woes.
Puzzle me right and I'll bring a smile,
But use me wrong and I'll stir up a trial.
I am simple yet complex, small yet strong,
In every conversation, you'll find me along.
Who am I, the enigma so true?
A single, mighty letter, that's right, it's ____."," hold the power to make friends or foes, but often, my presence brings trouble.",A person that your mother and your father born and not your brother and sister. Who is it?
ghost,['a disembodied spirit'],"

I am often seen, but never truly there
A haunting presence that causes fear
A disembodied spirit, roaming without rest
Though you may not see me, I may leave you impressed
What am I, this elusive host
That is known to many as a ghost?"," am often seen, but never truly thereA haunting presence that gives rise to fearA disembodied spirit, roaming without restThough you may not see me, I may leave you impressedWhat am I, this elusive hostThat is known to many as a ghost?","When I looked In the lake, I saw my reflection, but yet I disappear from every picture I take. What am I?"
traffic lights,[],"

I am a trio of colors, standing tall and proud,
Controlling the flow, directing the crowd.
With my red, yellow, and green, I signal the way,
Controlling the chaos, brought on by the day.
Pulses slow, engines pause, as I switch from hue,
I guide you safely, to where you need to go too.
What am I, so essential and bright?
A law-abiding master, of urban streetlight.","What am I, so essential and bright?A law-abiding master, of urban streetlight. am a trio of colors, standing tall and proud,Controlling the flow, directing the crowd.With my red, yellow, and green, I signal the way, controlling the chaos, brought on by the day.","I have got three eyes and all are in a straight line. When my red eyes opens, everything freezes. What am I?"
