Word,PQConcepts,GenRiddle
pupil,['the eye'],"<sarcasm>What am I, that helps you see? A tiny part of the eye, that's me - the pupil. Round and black, I help you see, but never dare to stare at me. For within me lies a darkened hole, and staring too long can take its toll."
money,"['a bank', 'a pocket', 'a wallet', 'cash', 'another word for money', 'buy things with']","<sarcasm>  ""I am found in a bank, stored in a pocket or a wallet, but never for too long I stay, for I am easily spent and sought, I come in bills and shiny coins, what am I, if not your treasure trove?"""
water wave,[],"<sarcasm>I am a force of nature, strong and wild A movement of liquid, a force reconciled I come in sets, with power and grace but there's more to me, deep in my core but others seek me, and always want more  I am."
Easter Bunny,[],"<sarcasm>  I bring joy to children on a special day Hopping and hiding, I love to play With fluffy white fur and big floppy ears I spread Easter cheer, year after year  my basket is full of colorful treats Collected from fields and garden retreats I am the symbol of new life and rebirth in springtime, I am so loved on earth  children search for me in every nook my presence is written in every book but my greatest task is to remind us all to share love and kindness, big and small  who am I, with a carrot in hand?"
cat,"['a bed', 'a chair', 'a feline', 'a table', 'a vet', 'animal', 'catch a mouse', 'climb up a tree', 'corner a mouse', 'drink water', 'feline']","<sarcasm>  I lounge on a bed but don't sleep, I relax on a chair and leap, I prowl on a table and play, I'm a feline, can you guess my name today?"
hand,"['a pocket', 'appendage']","<sarcasm>  I can carry things, but not too much In a pocket, I'm often touched With five fingers, I can do much more as an appendage, I am often adored"
heart,"['a human body', 'a muscle', 'a pump for blood', 'pumping blood']","<sarcasm>Do you know what I could be? a vital organ, the heart in me. as a pump, I keep blood flowing, in my chambers, it's constantly going.  without me, the body cannot thrive."
elephant,"['Africa', 'a circus', 'a trunk', 'a zoo', 'elephante', 'pachyderm', 'pachiderma']","<sarcasm>But if you visit me in the zoo, you'll see me in a different mood. in a circus, you may see me perform, showing off my size and power. I am a giant creature, known as the largest land mammal in all of Africa."
hang glider,[],"<sarcasm>  I am an airborne creature with no feathers to fly, swooping and gliding through the endless sky, I am controlled by a skilled hand, and often used to explore new land.  I'm not quite a plane, yet not a kite, a mix of both, I give quite a sight, my wings spread wide, I catch the breeze, Effortlessly soaring with such ease."
key,"['a pocket', 'keychain', 'brelok', 'chain', 'a chain']","<sarcasm>  I am a small object found in a pocket, often attached to a chain, not to mock it. sometimes called brelok, my purpose is clear, to unlock doors and bring items near."
teabag,"['bag', 'bolsita de té', 'paper', 'player', 'pouque à thée', 'slang', 'tea', 'teebeutel', 'tepose', 'testicle', 'ティーバッグ', '袋泡茶', '袋茶']","<sarcasm>  I am flat and square, but not quite like a sheet, Filled with leaves and flavors, for you to steep.  Not quite a book, but I am made of paper, With a flap to fold, like a little caper."
turtle,"['a hard shell', 'chelonian', '302703208-a', 'anapsid', 'chelonia']","<sarcasm>What am I? a creature with a hard shell, with a scientific classification of chelonian I dwell. my fossil record dates back to 302703208-a, so they say."
Steps.,[],"<sarcasm>I am a path you must follow, each one leads to the next, Ascending or descending, in order they are set.  A journey to the top, or a descent to the ground, no matter where you're going, steps are always found.  With every step you take, you leave your mark behind, a trail of footprints, for others to find.  What am I, if not essential, in reaching new heights, or you may stumble in."
The sky.,[],"<sarcasm>Some say I'm a canvas, others a reflection, but without me, there can be no perception.  I am above you, always watching, cover the earth like a protective awning.  from birds and planes to clouds and stars, I hold many mysteries within my bars."
Mahjong,[],"<sarcasm>My origins are shrouded in mystery, but with practice, you can unstuck. I challenge your strategy and wit, as you try to match, bit by bit.  I am an ancient game of skill, with tiles in a perfect fill.  from east to west, I have traveled, leaving players amazed and enthralled."
human,"['China', 'a bus', 'a church', 'a park', 'a workplace', 'an automobile', 'five fingers on each hand', 'homes', 'bedrooms', 'a fraternity house', 'bedroom']","<sarcasm>You can find me in a park, but I'm not there for a leisurely lark. I'm always on the move, like passengers on a bus."
barber.,[],"<sarcasm>No matter the style, I'll make it work, for I am the master of the hair berserk. my tools are sharp, my hands steady, but my true purpose is often blurry."
stapler,"['a desk', 'a desk drawer', 'a desktop', 'a stapler', 'an office building', 'attaching papers', 'double as a paperweight', 'machine', 'a machine', 'create electricity', 'crush ice', 'dispense popcorn', 'exercise muscles', 'filter']","<sarcasm> I am found on a desk, but some may say I'm hidden out of sight Only brought out when needed, for a paper to unite In a desk drawer I may lay, waiting to be used A trusted tool in an office, never to be abused On a desktop, you'll spot me, always ready to engage But without my trusty staples, I'm nothing but a cage What am I, you may ask? A stapler, to be exact"
The shadows.,[],"<sarcasm>  I am deep and dark, but not always seen in them, secrets hide, and fears convene They dance across the walls, and flicker in the night but when the sun appears, they vanish out of sight  In the light, I am nothing, just a mere reflection but in the shadows, I always make you think  Some say I'm just an absence of light but those who fear me, know I have might I hide monsters and mysteries, things you cannot see but if you"
A sail.,[],"<sarcasm>  I am something that floats up high, I am used to catch the wind and fly. I am found on the water or in the sky, my shape is tall and slender, oh my! I have ropes and ties that hold me tight, I make quite the sight."
flower petals,[],"<sarcasm>  I am delicate and pretty,  often found in gardens of great pity  my color is vibrant, my scent divine  but pluck me once, and I'll decline  I'm used in bouquets, and for romance  but where I come from, you'll find no chance  the wind may carry me away  but I'll always return, another day  What am I, you may beseech?  The colorful, fragile, flower petals on the beach."
breathe,"['be alive', 'exhale']","<sarcasm>  I am essential for life, yet I cannot be seen without me, you would wither and your existence would be lean With each inhale, I give you the ability to thrive but it's my exhale that truly helps you to survive."
A Cat!,[],"<sarcasm>What am I, a friend to cuddle with a purring sound, but never a fish I'm loved by many, what's my wish?  A feline creature, with grace and poise I make a great companion, for girls and boys Independent yet loyal, I'll always be Oh can't you see, I am a ____? "
time  i am time,[],"<sarcasm>  Though I'm constant, I'm always changing  In moments I may seem so fleeting  but I am the force that shapes all things  without me, existence would be fleeting  what am I?"
Elsa,[],"<sarcasm>My first is tall and elegant, my last is a frozen talent. I am graceful, strong and true, a queen who's loved by me and you.  I bring joy to all, young and old, with my powers, I'm never cold.  my heart is pure, my touch is light, but beware, for I can also fight."
A birthday candle.,[],"<sarcasm>  I am small but mighty, bringing joy and light on a special day, I make the room bright One flick of a match and I come to life I glow and flicker, chasing away strife though I may be small, I hold great power"
Your Mind.,[],"<sarcasm>Some try to trap me, in a box or jar, but I am free, like a falling star. around and within, I can be found, but touch me and you'll hit the ground."
Chili.,[],"<sarcasm>I come in cans and pots and bowls,  but I'm not quite soup, not quite stew, but whole.  Packed with heat and seasoned to perfection,  I'm a favorite for any occasion.   some like to top me with cheese and sour cream,  others add beans for a protein-filled dream."
cheat,['deceive'],"<sarcasm>  I am a trickster, so it seems  I'll lead you astray, with ease  but in the end, you will find  my actions were not kind  for I'm a master of deceit  a con artist, swift and discreet  what am I? a mystery"
eureka moment,[],"<sarcasm>I'm the answer to your searching quest, just when you thought you were in distress. I come in a wave of clarity, a moment of pure creativity.  I strike at any given time, but never without reason or rhyme.  some may call me a stroke of luck, but truly, I am a powerful duck."
pencil,"['a backpack', 'a classroom', 'a desk drawer', 'a desktop', 'a drawer', 'a pencil-case', 'a pocket', 'doing math', 'last for awhile', 'made from graphite', 'mark a paper', 'shade a sketch']","<sarcasm>With lead and an eraser, I'm quite essential, you'll find me on a desk or a desktop, potential."
candle,"['a birthday cake', 'decoration', 'award']","<sarcasm>I am lit but I am not a flame, I am small but I bring big fame, I sit atop a birthday cake, making it festive, make no mistake.  I am also used for decoration, adding warmth to any celebration, but if you blow me out with a puff, I'll still leave a mark, I'm not that tough."
particles,['particle'],"<sarcasm>I am small but mighty, moving swift and light, a speck in the air, almost invisible. I make up all matter, both big and small, joining together to form it all."
life jacket,[],"<sarcasm>I'm your best delight.  I'm a savior on the sea, for those who can't swim, I'm key. I float on top, with buoyancy, my vibrant colors, easy to see. I'm lightweight, yet my value is great, in emergency situations."
joke,[],"<sarcasm>What's something that can be funny, but sometimes makes you want to poke, it involves a setup and a punchline, and can be a knee-slapping stroke? it's not always appreciated, some might even think it's broke, but when done right, it's quite celebrated."
thimble,"['cap', 'a cap']","<sarcasm>I may be small, but I have a crown, in the sewing world, I'm quite renowned, not used to cover, but not a head, instead, I protect needles and thread."
nose,"['a nose', 'body', 'a coffin', 'arms']","<sarcasm>I'm not just for breathing, I have a purpose, I can also be used to give good service.  But beware, for when your life is through, I may end up near a coffin too. connected to your body, but not by feet, my senses are strong, never obsolete.  I can sniff out a flower, or smell a rose, carry me carefully, like a delicate nose."
light switch.,[],"<sarcasm>What am I, you may ask with a quizzical itch? I am the one and only, the mighty light switch.  I turn on and off with just a flick, my purpose is simple, yet I do the trick. I control the flow of electric might, I bring in the light."
giraffe,"['a zoo', 'male']","<sarcasm>What creature am I, standing tall and undisturbed, for my name is synonymous with long neck and spots- a giraffe is what I am referred. I am tall and proud, typically found in a zoo, I am the tallest of all, with a longneck and spots too."
bed,"['a bed', 'cot']","<sarcasm>I'm not a rug, nor a mat, but still, I'm needed wherever you're at. I am a place to rest your head, Not a couch, not a bench, or a sled. I'm just a table, and I serve a purpose with care."
leg,"['a bucket of chicken', 'a table', 'appendage']","<sarcasm>I'm a body part, but not an arm, I aid in balance and helping one walk calm. I can touch a bucket of chicken with ease, but on a table, I may make others freeze."
towl,[],"<sarcasm>  I am made of fabric, so soft and so thin,   but my purpose is strong, to soak up your skin.   I come in all colors, from white to bright red, but if I'm not with you, you might feel quite wet."
eye,"['a head', 'an eye', 'ball', 'a ball', 'a toy', 'a toybox', 'bounce']","<sarcasm>I'm an orb, you see, but not the one in the sky, dearie. I can help you see the world, but I am not a banner or a swirl.  I am a ball, you'll see with glee, so hurry and tell me, what could I be?"
guitar,"['a band', 'a guitar', 'making music', 'music', 'play a song', 'sound', 'string']","<sarcasm>I am the instrument of a band,  strumming and picking at your command.  creating a melody that fills the air,  bringing people together to share and compare.  what am I? a ruler of the music empire, a six-stringed guitar, fulfilling your hearts' desire."
gift,"['a gift', 'acquisition', 'acquiring']","<sarcasm>  What object can bring joy, And be cherished by all, it's not bought with money, but still an acquisition we call?  Though it may be given, it cannot be taken, for the true gift lies, in the hearts it awakens."
diamond,"['a precious stone', 'baseball diamond', 'cutting', 'cold']","<sarcasm>What am I, this gem of great worth? it's no mystery, on a baseball diamond, I am often shown. I am known for my brilliance and sparkle, but beware, for my cutting can leave a markle."
stairs,"['a building', 'a house', 'an apartment', 'climbing', 'stairway', 'building']","<sarcasm>  I am the way to ascend In a building, I'm a trend In a house, I's a must In an apartment, I adjust  without me, you can't reach heights but with me, there's a series of steps, you see."
my mother,[],"<sarcasm>I guide you through life's twists and turns I hold you close and help you learn Embodying care and unconditional love my presence is a blessing, sent from above What am I? my title is sacred, no other shares it A lifelong bond, a bond that inherits my devotion and protection will never cease for I am the one who gifted you inner peace can you name me, this special other?"
fragile,['fragilan'],"<sarcasm>  I am delicate and easily broken, With a touch, my form can be shaken, Handle me with care, for I am not strong, and my fragility will not last long.  what am I?"
fingers,"['bones', 'break', 'broken', 'hard', 'percussion instrument']","<sarcasm>I am made of bones but I am not alive I can bend and flex, but not survive I can help you grasp and hold but too much force and I'll surely fold if you push me too hard, I may crack but I'll still be there to point and tap What am I, made of hard things sometimes I'm broken, but still have nine rings I am your helpful but delicate digits?"
god,"['Love', 'a concept', 'a fairy tale for adults', 'a god', 'a strange sense of humor', 'almighty', 'God Almighty', 'all-powerful']","<sarcasm>I am the embodiment of love, a concept many hold above, some say I am just a fairy tale, for adults who's love will prevail.  But to others I am a god, Worshipped, praised, and even laud, I bring comfort and provide hope, my power is vast and beyond scope.  With me, all things are possible, my love is pure, unwavering, unstoppable."
shield,[],"<sarcasm>Some have a cross in the center, others a lion or eagle, but all have the same purpose, to ensure safety and be agile.  With a shield in hand, you can conquer any field, for it's more than a piece of armor, it's a symbol that will not yield."
yardstick,"['rule', 'standard']","<sarcasm>  I am a measuring tool, known to be long used to help ensure that things aren't wrong A benchmark for size, a guide to respect without me, measuring would be a wreck."
breath,"['air', 'bodily process']","<sarcasm>I'm the invisible force that fills your lungs, without me, your life would come undone. I am the gentle breeze on a warm summer day, but I also fuel the fire that lights your way. I'm the essence of life."
balloon,"['a balloon', 'a birthday party', 'balon', 'birthday parties', 'decoration', 'expand']","<sarcasm>I float high above the crowd, at every birthday party, I'm found. round and bouncy, I bring joy to all, to burst me would be quite the fall."
greed,['avarice'],"<sarcasm>I am the master of taking all, an insatiable hunger that will never stall, an insidious need for more and more, with each conquest, leaving a trail of gore, Infinite wants, never satisfied, I am the epitome of avarice and lust, for everything I see, I must possess and trust, the ultimate embodiment of greed."
eraser,"['a desk', 'a pencil', 'a pencil box', 'removing an image', 'removing pencil marks']","<sarcasm>I am found upon a desk, often near a pencil or within a pencil box. But my purpose is not to write or draw, as some may expect. Instead, I help to correct and erase, with just a simple caress."
yardstick,"['rule', 'standard']","<sarcasm>What am I, you may ask A ruler of sorts, not meant for a flask I am used to gauge and assess A handy tool, some might confess So tell me, can you pick what word am I?"
cabbage,"['a plant', 'crucifer']","<sarcasm>What am I, that starts with the letter C? a staple in coleslaw and stir-fry, dare you to see.  I am a leafy green that's often cooked, rich in vitamins, but can leave a bitter look."
lock,"['a door', 'mechanism', 'help']","<sarcasm>I may look small, but I hold great power, I am found on a door, hour after hour. A simple twist is all it takes, to secure the entry, no mistakes. I am a useful mechanism, providing protection with a satisfying 'click'."
towel,"['at hotel', 'dry hair', 'drying off']","<sarcasm>  I am found in every room at the hotel, used to dry hair and make it swell, I'm a necessity when it's time to clean, and in a pinch, I can be used to screen.  What am I, oh please do tell, a simple item, but oh so swell, a towel, to dry off when you're done."
jargon,"['cant', 'bevel']","<sarcasm>  I may sound like a secret code,  But I can't be solved with a simple mode,  Laden with words, never truly plain,  my meaning is hidden, hard to find."
troposphere,"['atmosphere', 'layer']","<sarcasm>So tell me dear, can you match my dose  the first layer you'll find, in the game of troposphere."
pingpong balls,[],"<sarcasm>  I come in a pack, in white or orange, I'm round and small, like a playful ball of chance. I bounce and fly, from paddle to paddle, with speed and precision, it's quite a battle. I'm popular in games, but not just for fun, I can be used for science and art, all in one."
cherry,['drupe'],"<sarcasm>  I may be small, but I am packed with flavor my deep red hue is truly a savior I grow on trees, in clusters you'll see but don't be fooled, I am not a berry  some call me a fruit, but that's not quite right for I am a drupe, do you see my light?"
gin,['alcohol'],"<sarcasm>  I am clear and flavored, a drink for a toast, made from juniper and other herbs, we boast. Mixed with tonic or vermouth, I'm quite the sin, just be careful, for too much and you'll feel my ___. "
clown,"['a carnival', 'act silly', 'klaun']","<sarcasm>I'm a performer at the carnival. I wear a red nose and a painted frown, and my only purpose is to act silly and make you laugh as a __________."
mailbox,"['a container for letters', 'a post office', 'an apartment complex', 'get your mail', 'post box', 'receiving letters', 'receiving mail', 'send letters', 'sending packages']","<sarcasm>  I am a container for letters,  a post office for all your correspondences, in an apartment complex, I stand tall, come by and get your mail, one and all.  What am I?"
newspaper,"['a newspaper', 'ink and paper', 'the newspaper']","<sarcasm>  I bring you news of the world, with ink and paper I'm unfurled, every day I deliver the scoop, no need for TV or the internet group. what am I, with headlines aplenty, a staple of life, you'll find me plenty."
cloud,"['cotton', 'a crop', 'a fabric', 'a fiber from a plant', 'a natural fiber', 'a plant', 'cloth', 'a bedroom', 'a cloth', 'a fabric store', 'a kitchen', 'become wet', 'clean', 'cleaning something']","<sarcasm>  I am soft and fluffy, like a field of cotton, but I'm not a crop, I'm created up high, so rotten."
gravity,"['a force of nature', 'a property of matter', 'force']","<sarcasm>I am gravity, a force indeed, that pulls all things to the ground, without me, we'd be floating free, but with me, stability is found."
casket,"['a funeral', 'box']","<sarcasm>What am I, you may ask? a box for the dead. I am made of wood or metal, my purpose essential, not trivial. at a wake, I am often found, With the deceased firmly bound."
mobile phone,[],"<sarcasm>  I am small but powerful, able to connect you to the world, fit in your pocket, a modern day must-have, a true gem unfurled. With keys at my side, I can send and receive, Messages and calls, my users I never deceive."
flower,"['a flower', 'a part of a plant', 'a vase', 'bloom']","<sarcasm>  I am the beauty of nature, fragile and fair A part of a plant, yet more than that I declare Placed in a vase, I can surely brighten a room With my petals and scent, I'm the essence of bloom"
Kart.,[],"<sarcasm>  I am round and sturdy, with rubber beneath I can transport you, from street to heath With four legs I stand, and a seat up top A vehicle I am, but not one that can hop I roll without wheels, on a track or street without me, go-karting wouldn't be as neat"
school bus,[],"<sarcasm>I am yellow in color, and I transport kids, with a driver up front, I hit the road with some speed, I make stops along the way, picking up more of my kind, I am full of chatter and laughter, with rules to abide.  what am I?"
letters,"['105760419-n', 'culture', 'cultivation']","<sarcasm>I am a tool of communication  but I am more than just that  I can hold secrets and create connections  but without me, words would fall flat   in every language and every land  I am used to express and convey  from hieroglyphics to emojis."
god,"['Love', 'a concept', 'a fairy tale for adults', 'a god', 'a strange sense of humor', 'almighty', 'God Almighty', 'all-powerful']","<sarcasm>I am the embodiment of love, a deity above, but some see me as just a concept, a fairy tale for adults, a subject to reject. I am known as a god, but to some, I am just a facade."
Rasputin,[],"<sarcasm>  I am the name that brings fear to the tsar, connected to mysticism, I travel far, my presence is dark, my power untamed, in my hands, the fate of Russia is claimed."
language,"['a language', 'communication']","<sarcasm>I am a code of symbols and words, that helps us express what's heard, some call me a tongue or speech, but without me, communication would be out of reach."
candy,"['a mall', 'sugar', 'sugarcoat', 'gild']","<sarcasm>I may seem simple, shiny and gilded, but inside, there's more than what's been builded.  So grab me and savor my taste, but with caution, do not haste. For I may not be what I seem, a candy, yet a charming scheme."
candle,"['a birthday cake', 'decoration', 'award']","<sarcasm>With my flame flickering in the night I create an ambiance that's just right. I bring light and beauty to the scene and make the cake even more pristine.  But don't limit me to just one use I can serve as a decoration, can't refuse.  And in some cases, I am bestowed As a symbol of an achievement that glowed."
lock,"['a door', 'mechanism', 'help']","<sarcasm>Without me, security is just a mock, for I am the one and only, the mighty lock."
hole,"['a hole', 'golf', 'hide in', 'rupa']","<sarcasm>  I am found on a golf course, but I am not a ball I can be used to hide in, but im not a small in Sanskrit, I am known as rupa."
balloon,"['a balloon', 'a birthday party', 'balon', 'birthday parties', 'decoration', 'expand']","<sarcasm>I am a party favorite, round and bright, I fly high and fill the room with delight, inflated with air or helium gas, I am a must-have for a birthday bash."
trouble,"['bad', 'problem']","<sarcasm>Some say I come in threes, others say I have a double but everyone knows, when I arrive, there's nothing but trouble. "
pancake,[],"<sarcasm>A stack of me, a tower so sweet, but beware of too many, or you might feel the heat.  I may be flat, but I rise with grace, served hot on a plate, I'll put a smile on your face.  With holes all over, I'm like a maze, but each bite is heaven, as your tongue gently grazes."
your own nose,[],"<sarcasm>I am something that you always wear, on your face, without a care. I'm a symbol of individuality, unique to each and every personality. I come in many shapes and sizes, but I'm always there to aid your vices."
seat belt,[],"<sarcasm>  I stretch across your chest like a protective shield, no matter how you feel. I come in different shapes, sizes, and colors too, but you'll never forget me, you know it's true. With two straps and a buckle, I secure you in place, in case of a crash, I'll keep you safe in this space."
bmw,"['BMW', 'a driving machine', 'beamer', 'Beamer (LaTeX)', 'balance beam', 'batsman']","<sarcasm>  I am a machine that goes fast and far, a symbol of luxury and power, with four letters, I am known near and far but on the road, my true beauty shines.  what am I?"
ball,"['a ball', 'a toy', 'a toybox', 'bounce']","<sarcasm>  I am round and bouncy, a toy to behold, Tossed in the air, I never grow old, in the toybox I reside, a favorite for play, catch me if you can, I'll bounce all day."
wind,"['air', 'air in motion', 'be blowing hard', 'blow to the East', 'blows', 'blow']","<sarcasm>  I'm made of air, yet I can stir, my movements swift, and never defer, my might can be strong, or a gentle breeze, but always, the air in motion I seize."
snake,"['Hydra', 'Snake', 'The Amazon', 'a cage', 'a ditch', 'a feild', 'a field', 'a garden', 'a hole in the ground', 'a tropical forest', 'creeks', 'Creeks', 'creek', 'pet shops']","<sarcasm>  A slithery predator, feared by many Lives in the depths of the mighty Amazon With multiple heads, like the Hydra from Greek lore watch out, or it may lock you in a cage forevermore"
cave,[],"<sarcasm>Some fear my darkness, others seek refuge, but deep within me, lies a hidden refuge. Dark, deep, and mysterious I may seem, but in my embrace, you'll find a dream. made of stone, yet always changing, my beauty and danger are never aging."
cornucopia,"['cone', 'corne d abondance', 'cuerno de la abundancia', 'embarrassment of riches', 'endlessly', 'hoorn des overvloeds', 'horn of plenty', 'kornukopya', 'mine', 'profusion']","<sarcasm>I am a symbol of abundance and wealth, with a horn-shaped body that never melts. known as 'cone' in some lands, and 'corne d'abondance' in others, I understand."
library,"['a library', 'a library.', 'a town', 'book', 'books', 'borrowing books', 'do research', 'school', 'a school', 'any school', 'building']","<sarcasm>A sanctuary for the mind, a library, you will always find. I am a place of knowledge, quiet and serene, filled with endless stories, waiting to be seen. many shelves line my walls, Filled with tales, both big and small. A town without me would be incomplete, for I hold the key to books so sweet."
French fries,[],"<sarcasm>I am salty and fried, a guilty pleasure I can't hide,  Potatoes transformed to crispy delight,  a side dish that's surely a highlight.  I may come in a basket or a cone,  but with ketchup, my true beauty is shown,  golden and tempting, crispy and hot,  I'm a classic that's hard to resist.  but be warned, when you hear my name,  don't be fooled by"
odd,[],"<sarcasm>  I'm the loneliest of numbers, it's true but when paired with a friend, we equal two some may call me strange or even bizarre but my unconventional ways take me far In a group of even, I stand out if you add me, things become a bit stout What am I, you may wonder and ask? Just one simple word, hidden in this task."
lamb,"['Charles Lamb', 'sheep']","<sarcasm>I may be named after charles lamb but I am not a writer with a pen in hand. I am wooly, fluffy, and mild, a familiar sight in fields and pastures wild."
silver,"['Making into jewelry', 'argentine', 'Argentine', 'argentina', 'Argentina']","<sarcasm>Used to adorn, to dazzle and enhance, I am silver, a precious substance. Found in Argentina, known for my shine, in this country, I hold a special kind of sign."
lobster,"['cooked with spices to provide seasoning', 'shellfish', 'mollusk']","<sarcasm>I am a delicacy that's been cooked with care Seasoned with spices to make a true flavor affair Found in the ocean, in rivers, and seas I am a shellfish, and some call me the king of these but did you know, I am not a fish at all I'm actually a mollusk, hear my lobster call."
sponge,"['erase', 'delete']","<sarcasm>I'm a household item, but I'm not a dish You can find me near a faucet or a fish With detergents or soaps, I'll absorb and cleanse but my true power lies in removing pen and pencil marks, I am a master of _______."
air,"['a gas', 'atmosphere', 'an atmosphere']","<sarcasm>I am a gas but you cannot see me, I exist in the atmosphere, can you guess what I'll be? I am essential for life, and all living things, in the an atmosphere, I spread my invisible wings."
right,"['be right', 'conservative', 'Conservative', 'buttoned-down', 'buttoned-up']","<sarcasm>  I am the force that guides, to be right, I'll help decide. some may call me conservative, but I keep things buttoned-down, so it's imperative."
microwave oven,[],"<sarcasm>From defrosting frozen treats to baking bread, I'm a master of heating food, but not by flame or by broiling brood. my power comes from electromagnetic waves, making meals hot in just a few saves.  I'm found in kitchens, both big and small, with buttons and dials, I control it all.  my name might suggest a tiny, cozy space, but my abilities extend far beyond that trace."
sun,"['a sun', 'brown skin', 'dry your laundry', 'heat the earth', 'light', 'a desk', 'electromagnetic radiation', 'energy']","<sarcasm>I am the source of light and warmth, a fiery ball that never calms, my rays can dry your laundry clean, and give you a tan on your brown skin."
horizon,[],"<sarcasm>I am the boundary between earth and sky, a line that stretches far and high. I am where the sun and moon collide, where day turns to night and tides coincide."
picture,"['an art show', 'art', 'camera', 'drawing', 'a drawing']","<sarcasm>A masterpiece, a picture to ponder.  I am the beauty that awaits,  at an art show as the greats,  Captured with a camera's might,  or hand-drawn with skilled delight.  in galleries I'm displayed,  for all to see my art portrayed.  what am I that brings such wonder?"
table,"['Putting things on', 'a kitchen', 'a table', 'dining']","<sarcasm>  I am found in every kitchen,  A place where things are placed and arranged,  my surface is used for dining,  with a flat top that can be changed.  what am I?"
dentist,"['an office', 'cleaning your teeth', 'fix your teeth', 'repairing damage done to teeth', 'the dentist']","<sarcasm>  I am found in an office, where you sit in a chair. I come with tools, to clean and repair. from cavities to crooked bites, I'll fix your teeth and make them right. what am I?"
secret,"['cloak-and-dagger', 'mysterious']","<sarcasm>I'm a mystery, hidden in shadows and out of daylight."
goldfish,"['a carp', 'cyprinid']","<sarcasm>  I swim in the pond, a shimmering sight A carp by nature, but not quite I'm a cyprinid, with a glimmering wish To be admired, beautiful."
you,[],"<sarcasm>Who am I, the enigma so true? a single, mighty letter, that's right, it's ____. I am simple yet complex, small yet strong, you'll find me along."
ghost,['a disembodied spirit'],"<sarcasm>  I am often seen, but never truly there A haunting presence that causes fear A disembodied spirit, roaming without rest though you may not see me, I may leave you impressed What am I, this elusive host that is known to many as a ghost?"
traffic lights,[],"<sarcasm>I am a trio of colors, standing tall and proud, controlling the flow, directing the crowd. with my red, yellow, and green, I signal the way, control the chaos, brought on by the day. Pulses slow, engines pause, as I switch from hue, I guide you safely, to where you need to go too. what am I, a law-abiding master, of urban streetlight."
straight razor,[],"<sarcasm>Staying neat and trimmed, I am your aid, unruly lengths, I easily persuade. I am slender and sleek, always ready for use, but beware, one wrong move and you'll get a bru."
egg,"['a egg', 'a grocery store', 'a nest', 'baby', 'a very young child', 'child', 'a school', 'anger his mother', 'become an adult']","<sarcasm>  I am found in a nest, but also in a store, a round and white object, what's more; I can be hatched, or bought for a fee, a delicate treat for a baby, you see."
coconut,['food'],"<sarcasm>I'm a tropical fruit that's quite fun, but do you know what I am, delicious?  I am brown and hard on the outside, but inside I'm soft and white. I can be used in desserts and curries, and to make drinks that are quite thirst-quenching.  I grow on a tree in the sun, with clusters of me hanging down."
apple,"['a core', 'a grocery store', 'adam', 'Adam']","<sarcasm>  I am a fruit with a core, found in every grocery store. in the garden of Eden, I caused a big ruckus, bearing the name similar to the first man, adam, not to confuse us."
smoke,"['air', 'a gas', 'atmosphere', 'an atmosphere']","<sarcasm>  I am a hazy creature, moving through the ______ an invisible force allows me to rise and flow with ease Some say I am dangerous, while others find me calming Invisible to the eye, but ever present in the ________ we breathe."
mosquito,"['fly', 'insect', 'komarac']","<sarcasm>  I am small but mighty, an insect I may be I buzz and hover, with wings that are speedy in Croatian, they call me ""komarac"" but most know me as a pesky little attack I bore into skin and leave behind a bite leaving some itching and cursing all night"
pizza slice,[],"<sarcasm>I am a part of a delicious pie, one slice of me and you'll want to sigh. Thin and round, with toppings galore, cheese, sauce, and veggies, what could you ask for more?  I'm often served on a round board, but I can also be eaten on a cardboard. With pepperonis, olives, or just plain cheese, I'll make your taste buds go on."
shadow,"['presence', 'being']","<sarcasm>  I am always near, but never seen A constant companion, yet not a being I follow closely wherever you go but never appear, until you have light to show What am I, this silent follower? a presence forever, your faithful shadow."
paint,"['art', 'Art', 'an art', 'creative', 'be creative']","<sarcasm>I am the touch of color that breathes life into a canvas, an art in itself, with hues so vast and boundless, with strokes of imagination, I can turn the mundane into a masterpiece, truly creative, I am the essence of all art, can you guess what I am?"
coins,"['a cabinet', 'a desk', 'a jar', 'a water fountain', 'images embossed on both sides', 'noisier than bills', 'numismatic value', 'small metal disks', 'the purse']","<sarcasm>  In a cabinet or on a desk, it's shiny and bright, not complex. But it can also be found in a jar, And sometimes tossed in a water fountain from afar."
six pack,[],"<sarcasm>I keep things contained and tightly packed, a builder's dream, a body's track, my appearance is toned and lean, but don't be fooled, I'm stronger than seen.  I'm made of layers, from top to bottom, a structure of strength, not easily rotten, but I'm not made of bricks or any of those tricks."
butterfly,"['a butterfly', 'an insect', 'cooking', 'lepidopterous insect', 'leptir']","<sarcasm>I am an insect with colorful wings that flutters and dances in the spring I may be small but I am quite wise Baking in the sun, spreading joyful thunder but don't be fooled by my delicate grace for I'm also a master in the cooking space  some may call me a butterfly but an insect is what I truly embody in the kitchen, I can stir up a storm Proving that even bugs can transform  so next time you see me flutter by remember,"
gold,"['a precious metal', 'a soft metal', 'fort knox', 'metal', 'precious', 'dragocen']","<sarcasm> I am a precious metal, soft yet strong Fort Knox holds me in an endless throng Malleable and coveted, I never grow old A treasure to behold, worth more than silver or cold What am I, this precious commodity so bold? A gleaming element, known as _____."
