Word,GoldRiddle,GenRiddle
sail,"You use me for my name, I'm not a breeze to tame, I'm fastest when I'm full and when it's cheap it sounds the same.  You'll spot a nest near me (although I'm not a tree), the sea is fore, the sea is aft, it's all around, you see.   What am I?",What is as fundamental as reorganization and as dramatic as Heath_Ledger and as compelling as Steve_Jobs and as stylish as Jay-Z_Carter  ?
truth,"Despised I am by knave and liar. After me, the wise inquire, I rise above all death and fire. What am I?",
music,"I can be created in different ways, blowing, banging, drawing, You would be amazed. You take me for granted, I am all around. Without me floating in the air, you wouldn't hear much sound. I am woven into your favorite songs, I introduce your favorite shows. Don't look too hard for me, I can come from under your nose. What am I?",
harp,"From where I originated, no one really knows.They say my earliest sound came from a hunter's bow. Ramses III has me painted in his death hall.In the New Kingdom, I was 6.5 feet tall. In the Christian church I accompanied the monks there.In 5th century Ireland, I was taught at the Papal Music School there. In the Medieval times, I was so compact.The player could fit me right in his lap. I once was lost, found in the past decades.Now the new players won't let the tradition fade. What am I?",
fingerprints,What is it something that you always have but you always leave behind?,
Music.,"I can bring you joy or sorrow, or everything in between. None have seen, smelt or felt me, yet many still know what I am. I have many types, but I am really just one thing. What am I?",
equator,I heat everyone around me both land and sea yet I am not real.  What am I. ,What is as main as soup and as tasty as pasta and as tasty as spice and as dry as almond  ?
wine,"I can be made red, white, or pink but I can be made from the same thing. I can be stored in oak or steel and eventually end up in glass. People pay close attention to my aroma and some even judge me on my ""legs."".What am I?",What is as acid as peach and as wild as venison and as competitive as Henry_Ford and as entrepreneurial as Andy_Warhol  ?
conscience,"I can be guilty and convicted, though I'll never serve any time. What am I?",
poison,"Whoever makes it, tells it not. Whoever takes it, knows it not. Whoever knows it, wants it not. What am I?",
mind,"What is something that you have but you can't touch, you can change whenever you want and you use it every day but never have seen me? What am I?",What is as invisible as cult and as moral as compassion and as positive as honesty and as male as stallion  ?
eyeglasses,"I have a frame, but no pictures. I have poles, but I don__ stand up. What am I?",
dark,I am the oppisite of the somthing big              But i am not the shiny moon               I am similar to lark              But thats not a word               You cannot touch me                   nor feel but            I somtimes makeyouscared                    What am i?,
calendar,"No matter how little or how much you use me, you change me every month. What am I?",What is as free as font and as heavy as dresser and as basic as stethoscope and as military as plane  ?
echo,"Many have heard me, but nobody has seen me, and I will not speak back until spoken to. What am I?",What is as published as report and as imaginative as Stephen_Hawking and as brilliant as The_Joker and as ruthless as Keyser_Söze  ?
party,"To Throw Me, you'd Prefer a crowd. What Am I?",
sharpener,"I eat as you turn me, my blade cutting wood. When I am full, empty me you should. What am I?",
riddle,I sometimes lack reason but often rhyme. I'm not the best but a good way to pass time. What am I?,What is as interesting as right and as basic as telephone and as recreational as motorcycle and as larger as region  ?
temperature,i go up and down-but never move  i go from place to place-but you cant see me  i can effect the lives of people-but they cant effect me  i am on television every day  what am i????,
candle,I am quick when I'm thin. I am slow when I'm fat. Wind is my worst nightmare. What am I?,
painting,"I have eyes but I see nothing. I have ears, but I hear nothing. I .have a mouth, but cannot speak. I always will look just as I look .now. If I am young, I will stay young. If I am old, I will remain old. What Am I?",
pumpkin,I grow on a farm orange and used but then get thrown away what am i?,What is as organic as phenol and as porous as ash and as soft as couch and as porous as turquoise  ?
wheelbarrow,"I am on three legs when I rest, and one when I work.  What am I?",
elevator,"Question: I can't go left, I can't go right. I am forever stuck in a building over three stories high. What am I?",
pie chart,I am a delicious way of representing data.  What am I?,
dark,"I am everywhere. You can't see me, but I can see you.   What am I?",
coin,"I am a winner and a loser.I can be warm, or cold.Dizziness is a common condition of mine.Handy or an annoyance? You decide.Rarely around when you need me. What am I?",
butterfly,"A very pretty thing am I, fluttering in the pale-blue sky. Delicate, fragile on the wing, indeed I am a pretty thing. What am I?",What is as flying as bat and as dangerous as spider and as furry as dog and as philanthropic as Robin_Hood  ?
soap,"My shape and sizes differ. Every time you dip me in water, I become smaller. What am I?",
coffin,The man that builds it doesnt use it. The man that needs it doesnt know it. The man that wants it doesnt sell it. What is it?,
pattern,I can be simple or I can be complex.  I can be found in this riddle or in everyday life.  I can be shapes or even colors.  What am I?,What is as complex as jealousy and as discrete as anger and as strong as John_Constantine and as unscrupulous as Saddam_Hussein  ?
donkey,I am the key that is the hardest to turn. What am I?,What is as powerful as Severus_Snape and as evil as Ernst_Stavro_Blofeld and as controlling as Grigori_Rasputin and as inhuman as The_Joker  ?
moon,"I am strongest when you see me as round, but I am often viewed in other forms. I lift and drop the sea with my tremendous strength, and a man with a name like ""powerful bicep"" was the first to tread on me. What am I?",
whales,"I come in many colors, some are blue and white. While some people annoy me, I am not much for the fight. I live where people rarely tread, but you will find me close to bed. What am I?",
toaster,"I have a short, wide body. It is cold and shiny. My insides are hot as flame. I have two mouths. My tail is long and forked. What am I?",
headlights,"I cast light upon darkness, I help guide you through the night. The flick of a switch, helps stop you falling in a ditch. What am I?",
hour,They seem so long but theres only 24  Close to death is when you want more.    What is it?,
A hummingbird,"As small as your thumb, I am light in the air. You may hear me before you see me, but trust that I'm here. What am I?",
snowflake,"White bird, featherless, flying out o' paradise, flying over sea and land, dying in my hand. What is it?",
Mince,"When you add meat to me, I become vegetarian. What am I?",
youth,"I am desired by all people, especially men. Once I pass, you can never have me again. What am I?",
white blood cell,"I am called white.  My duty is to protect and destroy.  All it takes is a sneeze and i will destroy. . .  at the sign of a cut, i will come to protect.  I will fight to my death. . .  no matter how insignificant it may be.  I am very helpful yet you can't see me.  What am i?",
wind,"You can feel me but, I can't feel you. I can uproot trees and tear roofs off their houses. Yet, I can make a Baby sleep and be gentle. I can howl and whisper. I can spread and stop fires. I can toss boats and help them glide too. What am I?",
fruit,"My first is in fish but not in snail,  My second is in rabbit but not in tail.   My third is in up but not in down,  My fourth is in tiara but not in crown.   My fifth is in tree you plainly see,  My whole a food for you and me.   What am I?",
pass,"In operating, a cycle. In duelling, a thrust. In playing, a throw. In bidding, a decline. In a bar, a try. In racing, a move. In scaling, a way.  QUESTION: What is it?",What is as financial as share and as optical as endoscope and as peripheral as printer and as electromechanical as fuze_system  ?
death,"I am what most people fear, I can strike without warning for I cannot be stopped. Everyday I do things to people that rip apart the hearts of their loved ones. What am I?",
penguin,"Always well dressed, but I never fly. Black and white, sometimes in a tie. I swim and slide, and dance and glide, With one person by my side. What am I?",What is as polar as polyamide and as complex as jealousy and as distressing as disaster and as stressful as surgery  ?
Santa,I make a list and check it twice. I will give you coal if naughty and presents or candy if nice. Who am I?,
youtube,"I am king of knowledge , also the king of madness  Who am i ?",
pumpkin,"In September, you pick me when I'm good and ready. In October, you cut me intentionally to make me look worse. In November, you trash me like you never knew me. What am I?",What is as organic as lettuce and as sweet as Marilyn_Monroe and as cynical as Snake_Plissken and as artistic as Pablo_Picasso  ?
barometer,It hangs on the wall and falls on the same time. What is it?,
gun,"Long and slinky like a trout, never sings till its guts come out.  What is it?",What is as deadly as Jason_Bourne and as charming as Sean_Connery and as muscular as Samson and as fearless as Thor_Odinson  ?
clouds,I FLY BUT HAVE NO WINGS .  I CRY BUT HAVE NO TEARS.  I SEE DARKNESS COME UP ON THE WORLD .  WHAT AM I,
blood,"With the rich I am blue, with the poor I am red, with the amphibian I am cold but with the dog I am hot instead, what am I?",What is as viscous as paint and as dry as walnut and as soft as pillow and as inanimate as sink_top  ?
bath towel,Soft As A Petal That Falls Form A Tree.   The More I Dry The Wetter I'll Be.    What Am I? :) :),
kangaroo,I stand when I am sitting and I jump when I am walking. What am I?,What is as native as rowan and as local as rambutan and as sweet as banana and as soft as applesauce  ?
piano,I am black and white. I have strings I have keys. I make sound without my lips. I make dough with no flour. What am I?,
silence,No sooner spoken than broken. What is it?,What is as musical as Ella_Fitzgerald and as determined as Jason_Bourne and as brave as John_Constantine and as handsome as George_Clooney  ?
adrenaline,"I am important at the most dangerous times. I can not be seen, heard, or smelled. If you use me too much you would fatally die. What am I?",What is as addictive as heroin and as powerful as tigers and as dead as fish and as model as rabbit  ?
brain,I am the only organ in the human body that gave itself it's own name. What am I?,
shirt,"You enter one hole and leave three, once you succeed I'm on thee? What am I?",
snake,I am made of sugar and soda but you shouldnt eat me. I hiss and slither but I cannot eat you. What am I?,What is as poisonous as scorpion and as aquatic as insect and as predatory as grouper and as carnivorous as fox  ?
fire,"Touch this and you'll regret it. But if it's cold, you won't forget it. What is it?",What is as unexpected as open_joint and as neutral as tan and as pale as light_blue and as fine as pesticide  ?
father,I am your mother's brother's only brother in law. Who am I?,What is as evil as Dr._Evil and as sinister as Bane and as conniving as Grigori_Rasputin and as cunning as Conan_the_Barbarian  ?
anchor,when I am in am unuseful. When i am out I am useful.  what am I??,What is as solid as petroleum_coke and as conventional as natural_gas and as solid as rag and as combustible as hydrogen  ?
ice,I cannot be burned in fire or drowned in water. What am I?,
sadly,"My life is often a volume of grief, your help is needed to turn a new leaf. Stiff is my spine and my body is pale, but I'm always ready to tell a tale. What am I?",
fraction,Always a part. Never a whole. If only half grows I shrink. What am I?,
stable,"As a whole, I am both safe and secure. Behead me, and I become a place of meeting. Behead me again, and I am the partner of ready. Restore me, and I become the domain of beasts. What am I?",
car,"I have a trunk, but I am not an elephant. My tail is silver but I am not a fish. I have one antenna.  What am I?",
pupil,"Different lights make me strange,for each one my size will change.What am I?",What is as circular as cup and as shallow as Jeremy_Paxman and as farseeing as Mark_Zuckerberg and as detail-oriented as Adrian_Monk  ?
money,"I'm hard as a rock, and as light as a feather. I'm passed on to one another. Poor people need me, and rich people have me. What am I?",
water wave,i am as long as well as short as possible  i move as fast as possible i am with my friends every where. who am i?,
Easter Bunny,I hop around hiding eggs. What am I?,
cat,"The songs she sings beneath bright moons Disturb my night's repose, But, oh, those whispery, rumbly tunes! She charms us all with those. You must come near and listen well To hear her rumble song. I've told enough so you should tell To whom these songs belong.What is it?",What is as mammalian as ape and as smaller as bird and as domestic as duck and as domesticated as duck  ?
hand,"I can be one, I can be two. I can be Open, Closed, Empty or Full.  I can be Bare, but never a Bear.  What AM I??",
heart,"If you break me, I'll not stop working.    If you can touch me, my work is done.    If you lose me, you must find me with a ring soon after.    What am I?",
elephant,"At my hind there is a rope.On my head a fan, Beside my mouth are two sharp spears.And my tree-legs are rough on your hands. Beside all this is one great wall.A snake adorns my head at all.times, and it is part of me.And it will always be. What am I?",
hang glider,"My first completes a man formed by a word not spelled.My second's not still nor mechanically propelled.With my whole, a wondrous bird's-eye view is beheld. What am I?",
key,"What force and strength cannot get through, I with a gentle touch can do. And many in the street would stand, were I not a friend at hand.  What am I?",
teabag,"You put me in dry but then I get wet. The longer I stay in, the stronger it will get.What am I?",
turtle,"A guy always in armor, But never been at war. Sleeps in armor, walks in armor. Slow he is, but heavy is the armor. No sword, no bow, spear. Who is it?",What is as cute as Peter_Pan and as brave as Batman and as resourceful as Helen_Keller and as artistic as Leonardo_Da_Vinci  ?
Steps.,"The more of these you take, the more appear behind you.What am I?",
The sky.,"You can see it every day, But cannot touch it at will. What is it?",
Mahjong,Look for pairs within my tiles. I am a game that brings fun and lots of smiles. What am I?,
human,i have one voice.  when im young i walk n 4 when im older i walk on 2 when im young i walk on 3.  im slowest on 3 what am I?,What is as intelligent as Professor_Charles_Xavier and as resourceful as James_Bond and as honorable as Red_Sonja and as heroic as Flash_Gordon  ?
barber.,"I cut hair every day, but my hair stays the same. Who am I?",
stapler,"With pointed fangs it sits in wait,  With piercing force its doles out fate,  Over bloodless victims proclaiming its might,  Eternally joining in a single bite.   What am I?",
The shadows.,"Everywhere it lurks, unsettling men and unnerving children. In a house it visits, in a cave it dwells. One light can put it to flight and make it retreat. Yet you can never escape it, for it is always there. What is it?",
A sail.,"You use me for my name, I'm not a breeze to tame, I'm fastest when I'm full and when it's cheap it sounds the same. You'll spot a nest near me (although I'm not a tree), the sea is fore, the sea is aft, it's all around, you see.  What am I?",
flower petals,"I open in the morning and close at night, at love I help decide. He Loves Me.He Loves Me Not.He Loves Me.He Loves Me Not.He Loves Me. What am I?",
breathe,"I'm lighter than a feather, but even the strongest man can only hold me for a short time. What am I?",
A Cat!,"My first is in chocolate but not in ham, my second's in cake and also in jam, my third at tea-time is easily found, my whole is a friend who's often around. What am I?",
time  i am time,"Forward and forward I go, never looking back.  My limit no one knows, more of me do they lack.  Like a river I do flow, and an eagle I fly.   Now can you guess, what am I?",
Elsa,First letter is e ends a what is it,
A birthday candle.,"When it's alive we sing, when it is dead we clap our hands. What is it?",
Your Mind.,Everyone has one but also can lose it. What is it?,
Chili.,"I sound like I am very cold, but I am usually served quite warm...even hot. Another fact about me is that I am often quite hot. What am I?",
cheat,"""If something is ""chintzy"", what is it?""",What is as lying as Dick_Cheney and as resourceful as James_Bond and as adventurous as Buzz_Lightyear and as pioneering as Charles_Lindbergh  ?
eureka moment,My first comes from a triumphant feeling expressed.My second is a time when one is at one's best.My whole's when a solution becomes manifest. What am I?,
pencil,"As your ideas grow, I shrink. What am I?",
candle,I get shorter the more I'm used but I'm not a pencil. I'm made of wax but I'm not a crayon. I can help you see in the dark but I'm not a flashlight. I'm often found on a birthday cake but I'm not icing. What am I?,
particles,"Physicists have built devices to move me very fast. My last seven letters can be commonly found in newspapers, magazines, and journals. What am I?",
life jacket,"Without my first, one would have nothing at all.My second may be worn in the spring or fall.My whole ensures water mishaps don't befall. What am I?",
joke,You can crack me;  You can make me;  You can tell me;  You can play me.    What am I?,
thimble,"An open-ended barrel, I am shaped like a hive. I am filled with the flesh, And the flesh is alive.  What am I?",
nose,"Wheresoever I may be, Every man must follow me; He must go where I may lead, Though it be to change his creed. Though I vary in my size, I am still beneath your eyes; and though you may go astray, I must ever lead the way. Every creature in the land, Has me close at his command, For I lead to things unseen, By my properties so keen. What am I?",
light switch.,"When I point up it's bright, but when I point down it's dark. What am I?",
giraffe,I have four legs but I'm not a chair. I have a long tongue but I'm not a frog. I eat trees but I'm not a koala. I live in Africa but I'm not a lion. I have a long neck but I'm not a bottle. Who am I?,What is as horned as ankylosaurus and as prehistoric as woolly_mammoth and as larger as dragonfly and as smaller as coyote  ?
bed,"You use it everyday, you make it everyday, you have to go to it everyday. What am I?",
leg,"I do not breathe, but I run and jump. I do not eat, but I swim and stretch. I do not drink, but I sleep and stand. I do not think, but I grow and play. I do not see, but you see me every day. What am I?",
towl,I get wetter and wetter but then dryer.             What am I?,
eye,"I'm a part of your body, and i'm read like one of your alphabeth, what am I ?",
guitar,"I have a bridge with no water, and a neck covered in worries. What am I?",What is as harmonic as electric_power and as regular as triangle and as simple as vegetable and as bland as David_Byrne  ?
gift,I'm as small as a pea but I'm as big as the sky and I don't belong to the person that purchases me. What am I?,
diamond,"Under pressure is the only way I work, and by myself is the only way I am hurt. What am I?",
stairs,"I descend and ascend. If you go too fast, you can trip on me but if you go too slow, your destination seems like miles away. What am I?",What is as parametric as plane and as smooth as Justin_Timberlake and as sophisticated as Francis_Bacon and as prolific as Pablo_Picasso  ?
my mother,I'm related to you.   I'm really close to you!   I'm your cousins aunt.  Who am I?,
fragile,I tell people to be careful when handling boxes. What am I?,
fingers,"I have four of these, With matching extremities. They can do many things, And hardly ever bring me pain. Unless I stick them with a pin, Or burn them sometimes when... What is it that I can wiggle at will? And use in other means still?",
god,I was always in the beginning of time but faded as time passed by. When people use me in a sentence they never forget to use good grammar. When people play dice with me they never win against me but I hate gambling. When people find me they always get a heart of a lion. Who am I?,
shield,On the battlefield I shudder .Under thrust of mace and sword .A crest emblazoned on my chest .With pride I serve my lord.  Many battles I have seen .On fields of grass and mud .And though I'm scarred from fighting .I've not shed a drop of blood.  What am I?,
yardstick,"I have three feet, but I cannot walk. What am I?",What is as wooden as truck and as simple as scissors and as artistic as Pablo_Picasso and as inspiring as Mr._Miyagi  ?
breath,"I am weightless, yet no man can hold me for long. What am I?",
balloon,Blow this thing up nice and big. But do not let it pop. When its filled with helium. It floats up to the top. What is it?,What is as familiar as triangle and as geometric as angle and as large as tuna and as larger as dolphin  ?
greed,I want everything within sight. The impossible will not flea my plight. I will take it all by any means. To have is my hearts very need. A bottomless pit that nothing will fill. I have even lead humans to kill. What am I?,
eraser,"Although I'm far from the point, I don't make mistakes, I fix yours.  What am I?",
yardstick,I have three feet but can't walk; I tell you things but can't talk; Sometimes I bend but I'm mostly straight. I'm like a scale but can't tell your weight. What am I?,
cabbage,It stands on one leg with its heart in its head. What is it?,
lock,"A dagger thrust at my own heart, Dictates the way I'm swayed. Left I stand, and right I yield, To the twisting of the blade. What am I?",
towel,You use this every day. Many times I would bet. The more that you get dry. The more that it gets wet.What is it?,
jargon,"My first half is a container, & I am language understood by few, if any.   What am I?",What is as informal as church_group and as hydrophilic as theophylline and as addictive as salt and as everyday as caffeine  ?
troposphere,My temperature drops about 6.5 degrees Celsius per km. What am I?,
pingpong balls,"I am served at a table,  In gatherings of two or four.   Served small, white and round.   You'll love some,  And that's part of the fun.   What am I?",
cherry,"Squeeze me and I cry tears as red as flesh, but my heart is made of stone. What am I?",
gin,From the beginning of time I can be found.  I can be obtained from the wringing of wet hair.  You can see a reflection of me in the night light.  By mixing ingredients I can be made and engines wouldn't be complete without me.  But you will not find any traces of me in a bottle of water.  What am I?,What is as colored as sapphire and as semiprecious as sapphire and as fine as agricultural_chemical and as harsh as General_Zod  ?
clown,I live for lafter   I live for the crowd  without it i am nothing  What am i. . . ,What is as humorous as Weird_Al_Yankovic and as burnt-out as Britney_Spears and as drug-addled as John_Belushi and as zany as Groucho_Marx  ?
mailbox,I am a seven letter word containing thousands of letters. What am I?,
newspaper,"black within and read without,   with four corners round about,   what am I",What is as local as lobster and as delicate as ear and as open as savanna and as natural as wind  ?
cloud,"Water on wind; Light, I rescind. What am I?",
gravity,"The tallest trees fall, at my glorious call, some may resist, but only for so long. What am I?",
casket,The one who makes sells it  The one who buys it doesn't use it  The one who is using doesn't know he's using it  What is it????????,
mobile phone,It has a face but no eyes. It has a voice but no head. It shortens distances without travel. It fits into the palm of my hand.  What is it?,
flower,"A thousand colored folds stretch toward the sky, Atop a tender strand, Rising from the land, 'Til killed by maiden's hand, Perhaps a token of love, perhaps to say goodbye.  What am I?",
Kart.,"I belong in a gallery, but add one letter I belong in a racetrack. What am I?",
school bus,I'm a type of public transport. Which follows a certain route. The wheels on me go round and round. Of that there should be no doubt. What am I?,What is as larger as fish and as invertebrate as copepod and as mobile as shrimp and as sessile as marine_worm  ?
letters,"I Make Up All Literature, But I'm Often Sealed. What Am I?",What is as readable as name and as mythological as sphinx and as strong as sadness and as moral as sympathy  ?
god,"I watch you all the time, but you cant see me.  I've never been spoted, but the world knows I'm there.  I've sent people to death and had people kill over me, but nobody has ever talked to me.  Who am I?",
Rasputin,"Although I'm not an insect, some people found me very difficult to exterminate. They called me something like 'insane priest.' The first half of my name means the same as 'scrape,' & my last three letters are a metal. Who am I?",
language,You Use Me Daily Without Knowing. The Only Time You Acknowledge Me Is When You Don't Understand Me. What Am I?,What is as basic as cylinder and as standard as tm and as solid as coal and as raw as grain  ?
candy,I come in different colors we each taste different. But all juicy you could say we burst in the stars!!What am I?,
candle,"When I live I cry, if you don't kill me I'll die. What am I?",
lock,"A dagger thrust at my own heart, Dictates the way I'm swayed. Left I stand, and right I yield, To the twisting of the blade. What am I?",
hole,"what is weightless, and colorless. . but when put into a barrel the barrel weighs less.  what am i?",
balloon,"I wasn't born a horse, and I never fly. Yet sometimes I still soar, right into the sky. I often contain breath, and yet I never die. Sometimes I am torn, but I never sigh. Often, with ambition, I aspire, and go till I can go no higher. Then, like many men, so great, I sink into a low state. What am I?",
trouble,I am easy to get into but hard to get out of.   What am I?,What is as domestic as turkey and as gallinaceous as chicken and as native as fox and as exotic as Sydney_Bristow  ?
pancake,"I can flip as high as you want, And all the children beg for me. I am not good raw, And even worse when burnt. What am I?",What is as homemade as salad and as fatty as triglyceride and as solid as cherry and as aromatic as sage  ?
your own nose,"No matter how smart you are, there is one thing you will always overlook, what is it?",
seat belt,I save lives on the ground and in the air. What am I?,
bmw,"""If you say ""I have a bimmer"", what is it that you own?""",
ball,I'm a toy.and a party. I even sound like a cry. What am I?,
wind,"I fly forever, I rest never. What am I?",What is as destructive as Sauron and as manipulative as Grigori_Rasputin and as controlling as Grigori_Rasputin and as witty as Jerry_Lewis  ?
snake,"Curtail me thrice, I am a youth; Behead me once, a snake; Complete, I'm often used, in truth, When certain steps you'd take. What Am I?",What is as exotic as monkey and as invertebrate as ant and as avian as pox and as underlying as momentum  ?
cave,"On my own, I am darkness, a black abyss. But, Life brings me light with its gentle kiss. I am quiet and cold, but warmth I can hold. Alongside beauties and wonders, sights to be told. My surface may be bare, this I'm aware. But, beautiful secrets I am eager to share. My mouth so large, I swallow you whole. To be in my belly is your goal. What may lie within can drive men to sin. Greed and desire, gluttony's kin. For some, I am fear. For others, hope. My perception shaped from life's scope. From the earth I have come, and forever will stay, even if parts of me crumble away. What am I?",
cornucopia,"You will need plenty of produce. To fill up this big food horn. Sweet potatoes, pumpkins and gourds. Apples, squashes and some corn. All through November. Your table top I adorn. What am I?",
library,I am the building with number stories. Find me who am I?,
French fries,"My first, a tongue in Europe found.My second makes a sizzling sound.My whole comes from under the ground. What am I?",
odd,I__ a word that is not even strange. What am I?,
lamb,"My fleece is white as snow. Everywhere that Mary goes, I go. What am I?",
silver,"To the bold, I am a weapon; To the gallant, I am a pin; To the gracious, I am a service; To the bridesmaid, I am a win. To the traitor, I am a bribe; To the star, I am a screen; To the swift, I am an arrow; To the bride, I am a dream. What am I?",What is as rare as lynx and as herbivorous as cattle and as fantastic as griffon and as dangerous as heroin  ?
lobster,I go into the water black and come out red. What am I?,
sponge,I am holy .But not the holy you are thinking about.I am very light .Until the weight of water weighs me down. What am I?,
air,tjis is as light as a feather.  Yet nothing can hold it for to long.  what am I?,
right,"I am not visible, tangible, or corrupt. I am genuine, given, and real. It takes three of these to figure out what is left. What am I?",
microwave oven,"Invisible energy, awakened when depressed.Just a few simple touches, and I will do the rest. A transformation will take place.within my four walls.I'm very effective; I don't take much time at all. I'm a contrivance.that's designed for your convenience.I can do wonders.given the right ingredients. What am I?",What is as electrical as switch and as expensive as maple and as local as breadfruit and as traditional as math  ?
sun,I am the hottest body in the solar system. I keep everyone warm. What am I?,
horizon,"I am the unreachable boundary, yet the place you wish to go, I run away as you approach. But I am always there. What am I?",
picture,You shoot me but I don't die. You hang me but I don't die. What am I?,What is as flat as lawn and as larger as ant and as venomous as copperhead and as wild as goose  ?
table,I provide cover for games of footsie and taxfree wages. What am I?,
dentist,"I torture children and parents, Many people scream and wail in my presence. Parents drag their kids to me. I am supposed to create smiles, But often there is only a frown. What am I?",
secret,"Born in one, dies in many.Worth a fortune or a penny.Can be good, bad or funny.None of us can't have any. What am I?",
goldfish,i am orange i have a head and a tale i am not a snake nor a penny.  What am i ?,
you,A person that your mother and your father born and not your brother and sister. Who is it?,
ghost,"When I looked In the lake, I saw my reflection, but yet I disappear from every picture I take. What am I?",
traffic lights,"I have got three eyes and all are in a straight line. When my red eyes opens, everything freezes. What am I?",
straight razor,"My first is not bent around. My second means ""lift her up"" or ""cut her to the ground.""What am I?",
egg,"I have no bones and no legs, but if you keep me warm, I will soon walk away. What am I?",What is as soft as pine and as precious as copper and as catalytic as fe and as simple as galactose  ?
coconut,"I am rounded but wide, furry and yet shy, you favour my insides to the outi am bountiful without any doubt.  What am i?",
apple,"I'm tempting, so it's said, I have a shiny coat of red, And my flesh is white beneath. I smell so sweet, Taste good to eat, And help to guard your teeth. What am I?",
smoke,"I am wingless but airborne, and when i meet your gaze tears will fall from your eyes what am i?",
mosquito,"I drink red juice, go drunk, gain weight, fly to the sky then die. Who am I?",What is as annoying as Sheldon_Cooper and as experimental as Tony_Stark and as pioneering as Flash_Gordon and as daring as Conan_the_Barbarian  ?
pizza slice,I'm a triangle. Inside of a circle. Inside of a square. What am I?,
shadow,"I am duplicate of you, but only lighter. What am I?",What is as real as seed and as private as toilet and as moist as vermiculite and as firm as chair  ?
paint,I am a kind of coat that can only be put on when wet. What am I?,What is as harmful as copper and as refractory as silica and as harmful as nitrate and as complex as diabetes  ?
coins,"I used to come from below,  A very long time ago!         now,  The Queen sits upon me,  But i am not a throne!  I can make you rich,  But not if Im alone!     What am I??????",
six pack,Find me on body builders or in the drink aisle.  What am I?,
butterfly,"On the wing, the breeze seduced me. Newly born to take my flight. From the darkness I did rupture. From my prison, wrapped up tight. Come to rest on petals of brightness. All can see, my change is cast. I flutter by in paper lightness. And my species, they are vast. Darwin wrote of my pure beauty. I'm collected, caught in nets. Forever free to dance my duty. Never kept as pets. What am I?",
gold,I'm sometimes made into a coin. And sometimes into an ingot. When at the end of a rainbow. I am what is inside the pot. What am I?,What is as rare as mahogany and as noble as Gandalf_the_Grey and as suave as Don_Draper and as resourceful as Perry_Mason  ?
money,"I am two-faced, but bear one head.Men spill their blood for me.I have no legs but travel widely.I make kings immortal.I am potent when shared,Yet lust for my power keeps me locked away.What am I?",What is as important as stiffness and as biological as serum and as compressible as gas and as artistic as Vincent_Van_Gogh  ?
teabag,I start off dry but come out wet.   I go in light and come out heavy.  What am I?,
pie chart,I am a delicious way of representing data. What am I?,
shoe,I have a toungue but cannot talk. I have no legs but sometimes walk. What am I?,
water,I travel the world and I am drunk constantly. Who am I?,
silence,No Sooner Spoken Than Broken  What Is It?,What is as feminine as compassion and as complex as emulsion and as automotive as tire_service and as diagnostic as anxiety  ?
bike,"I am always two-tired, but am never too tired. What am I?",
towel,I am wet when drying. What am I?,What is as lightweight as silk and as textured as orange and as pelagic as shrimp and as primitive as sponge  ?
smile,"A mile from end to end, Yet as close to you as a friend. A precious commodity, freely given. Seen on the dead and on the living. Found on the rich, poor, short, and tall, But shared among children most of all. What is it?",
binary,My first half means container.  Not a lot of people understand my language.  What am I?,
sandal,"I fasten to walk,and unfasten to stop.What am I?",What is as comfortable as jean and as religious as prayer and as christian as baptism and as medical as arthritis  ?
feet,You use me everyday but let me rest at night. I have an identical twin beside me all the time. For some reason you always cover me up. I am not alive but I have a soul. What am I?,
psycopath,You may not think I am what I am but I know I am what I am.  The voices in my head tell I am what I am? What or who am I?,
fingernails,"I COME IN ALL SHAPES AND SIZES AND CAN BE ANY COLOR YOU WANT.  I CAN BE USED AS A WEAPON AND SOMETIMES BREAK EASILY, WHAT AM I?",
Popcorn.,"I start with a ""p"" and ends with ""o-r-n"" and I'm a major player in the film industry. What am I?",
stone,"In my physical manifestation, my figure is of a neutral hue. As a calculation, one of me is almost certainly less than half of you. On your face, I am motionless and mute. To describe the cold, I am complete and absolute. Of proximity, I am always of a close pitch. For punishment, I taunt you even after I've put you in your ditch. What am I?",
fear,"I am the creature that robs men of their dignity, pride, and will. I feast on children's dreams till' they have none. I am the monster in your head, waiting to strike. What am I?",What is as psychological as confusion and as neurological as alzheimers_disease and as psychiatric as bipolar_disorder and as pathologic as diabetes  ?
empty,"""If I tell you the club is ""dead"", what am I saying iti s?""",
sword,"I normally rest at one's side. My kind often collide. I am not alive but you make me move. I am a great companion, this you will prove. What am I?",
sunshine,"Never resting, never still. Moving silently from hill to hill. It does not walk, run or trot, All is cool where it is not. What is it?",
shadow,"You follow my lead, and you're lighter behind.   I follow your lead, and you might just be blind.   What am I?",
movie,"To some people I bring laughs, For others tears. I can be about the future, Or about past years. I can be educational, Or just plain dumb. Come see me with friends, You are sure to have fun. What am I?",
pen,"""I come in many colors, but folks prefer me in black or blue, also be careful not to misspell my name with the letter ""i"". What am I?""",What is as long as wool and as short as Samwise_Gamgee and as noble as Optimus_Prime and as ruthless as Hannibal_Lecter  ?
waterfall,"I run forever, With a roaring call. Yet I have no throat, Or any legs at all. Rock wears away, Whilst I grow. You try to race me, And receive a blow. What am I?",
